,YEAR,MONTH,DAY,TIME_PST,TIME_FLAG,SURF_TEMP_C,SURF_FLAG,BOT_TEMP_C,BOT_FLAG
17646,1964,12,14,NaN,NaN,13,0,13.0,0.0
17647,1964,12,15,NaN,NaN,12.6,0,12.6,0.0
17648,1964,12,16,NaN,NaN,13,0,13.0,0.0
17649,1964,12,17,NaN,NaN,13.3,0,13.5,0.0
17650,1964,12,18,NaN,NaN,13.7,0,13.6,0.0
17651,1964,12,19,NaN,NaN,13.8,0,13.9,0.0
17652,1964,12,20,NaN,NaN,14.1,0,14.1,0.0
17653,1964,12,21,NaN,NaN,14,0,14.1,0.0
17654,1964,12,22,NaN,NaN,13.2,0,14.0,0.0
17655,1964,12,23,NaN,NaN,13.5,0,13.7,0.0
17656,1964,12,24,NaN,NaN,13.6,0,13.7,0.0
17657,1964,12,25,NaN,NaN,13.7,0,14.1,0.0
17658,1964,12,26,NaN,NaN,13.7,0,NaN,0.0
17659,1964,12,27,NaN,NaN,13.6,0,NaN,0.0
17660,1964,12,28,NaN,NaN,13.5,0,NaN,0.0
17661,1964,12,29,NaN,NaN,13.1,0,13.2,0.0
17662,1964,12,30,NaN,NaN,12.7,0,12.5,0.0
17663,1964,12,31,NaN,NaN,13.1,0,13.2,0.0
17664,1965,1,1,NaN,NaN,13.1,0,13.2,0.0
17665,1965,1,2,NaN,NaN,13,0,12.8,0.0
17666,1965,1,3,NaN,NaN,12.9,0,13.0,0.0
17667,1965,1,4,NaN,NaN,12.6,0,12.8,0.0
17668,1965,1,5,NaN,NaN,12.7,0,12.7,0.0
17669,1965,1,6,NaN,NaN,13.1,0,13.1,0.0
17670,1965,1,7,NaN,NaN,12.9,0,12.9,0.0
17671,1965,1,8,NaN,NaN,12.3,0,12.3,0.0
17672,1965,1,9,NaN,NaN,12.7,0,12.7,0.0
17673,1965,1,10,NaN,NaN,12.7,0,12.6,0.0
17674,1965,1,11,NaN,NaN,12.5,0,12.5,0.0
17675,1965,1,12,NaN,NaN,12.9,0,13.0,0.0
17676,1965,1,13,NaN,NaN,13,0,13.0,0.0
17677,1965,1,14,NaN,NaN,12.9,0,12.9,0.0
17678,1965,1,15,NaN,NaN,13.3,0,13.3,0.0
17679,1965,1,16,NaN,NaN,13,0,13.0,0.0
17680,1965,1,17,NaN,NaN,13.8,0,13.8,0.0
17681,1965,1,18,NaN,NaN,13.7,0,13.6,0.0
17682,1965,1,19,NaN,NaN,13.5,0,13.6,0.0
17683,1965,1,20,NaN,NaN,13.8,0,13.8,0.0
17684,1965,1,21,NaN,NaN,13.5,0,13.6,0.0
17685,1965,1,22,NaN,NaN,13.4,0,13.4,0.0
17686,1965,1,23,NaN,NaN,13.5,0,13.5,0.0
17687,1965,1,24,NaN,NaN,13.6,0,13.8,0.0
17688,1965,1,25,NaN,NaN,12.7,0,13.0,0.0
17689,1965,1,26,NaN,NaN,13,0,13.1,0.0
17690,1965,1,27,NaN,NaN,13.2,0,13.2,0.0
17691,1965,1,28,NaN,NaN,13.1,0,13.1,0.0
17692,1965,1,29,NaN,NaN,13,0,13.0,0.0
17693,1965,1,30,NaN,NaN,12.9,0,13.1,0.0
17694,1965,1,31,NaN,NaN,13.1,0,13.0,0.0
17695,1965,2,1,NaN,NaN,13,0,12.9,0.0
17696,1965,2,2,NaN,NaN,13.2,0,13.1,0.0
17697,1965,2,3,NaN,NaN,13.3,0,13.3,0.0
17698,1965,2,4,NaN,NaN,13.6,0,13.7,0.0
17699,1965,2,5,NaN,NaN,13.5,0,13.5,0.0
17700,1965,2,6,NaN,NaN,13.7,0,13.7,0.0
17701,1965,2,7,NaN,NaN,13.5,0,13.5,0.0
17702,1965,2,8,NaN,NaN,13.3,0,13.1,0.0
17703,1965,2,9,NaN,NaN,13.5,0,13.6,0.0
17704,1965,2,10,NaN,NaN,12.8,0,12.9,0.0
17705,1965,2,11,NaN,NaN,13.2,0,13.6,0.0
17706,1965,2,12,NaN,NaN,13,0,12.7,0.0
17707,1965,2,13,NaN,NaN,13.3,0,13.3,0.0
17708,1965,2,14,NaN,NaN,13,0,13.1,0.0
17709,1965,2,15,NaN,NaN,13.1,0,13.1,0.0
17710,1965,2,16,NaN,NaN,12.4,0,13.1,0.0
17711,1965,2,17,NaN,NaN,13.3,0,13.1,0.0
17712,1965,2,18,NaN,NaN,13.4,0,13.9,0.0
17713,1965,2,19,NaN,NaN,13.7,0,13.8,0.0
17714,1965,2,20,NaN,NaN,14,0,13.8,0.0
17715,1965,2,21,NaN,NaN,13.6,0,13.7,0.0
17716,1965,2,22,NaN,NaN,13.8,0,13.8,0.0
17717,1965,2,23,NaN,NaN,13.1,0,13.1,0.0
17718,1965,2,24,NaN,NaN,13.5,0,13.4,0.0
17719,1965,2,25,NaN,NaN,13.4,0,13.4,0.0
17720,1965,2,26,NaN,NaN,13.6,0,13.4,0.0
17721,1965,2,27,NaN,NaN,14.2,0,13.7,0.0
17722,1965,2,28,NaN,NaN,14.3,0,14.2,0.0
17723,1965,3,1,NaN,NaN,13.9,0,13.9,0.0
17724,1965,3,2,NaN,NaN,13.7,0,13.9,0.0
17725,1965,3,3,NaN,NaN,13.9,0,13.9,0.0
17726,1965,3,4,NaN,NaN,14.1,0,14.2,0.0
17727,1965,3,5,NaN,NaN,13.9,0,13.7,0.0
17728,1965,3,6,NaN,NaN,14.2,0,14.2,0.0
17729,1965,3,7,NaN,NaN,14.1,0,14.1,0.0
17730,1965,3,8,NaN,NaN,14.2,0,14.2,0.0
17731,1965,3,9,NaN,NaN,14.6,0,14.7,0.0
17732,1965,3,10,NaN,NaN,14.3,0,14.3,0.0
17733,1965,3,11,NaN,NaN,13.4,0,13.0,0.0
17734,1965,3,12,NaN,NaN,13.4,0,13.5,0.0
17735,1965,3,13,NaN,NaN,13.4,0,13.4,0.0
17736,1965,3,14,NaN,NaN,13.7,0,13.7,0.0
17737,1965,3,15,NaN,NaN,14,0,13.6,0.0
17738,1965,3,16,NaN,NaN,14.4,0,13.8,0.0
17739,1965,3,17,NaN,NaN,14.6,0,14.6,0.0
17740,1965,3,18,NaN,NaN,14.4,0,14.4,0.0
17741,1965,3,19,NaN,NaN,14.8,0,14.7,0.0
17742,1965,3,20,NaN,NaN,14.5,0,14.6,0.0
17743,1965,3,21,NaN,NaN,15.6,0,14.4,0.0
17744,1965,3,22,NaN,NaN,15.2,0,15.2,0.0
17745,1965,3,23,NaN,NaN,15.1,0,15.2,0.0
17746,1965,3,24,NaN,NaN,15.1,0,15.1,0.0
17747,1965,3,25,NaN,NaN,15.1,0,15.1,0.0
17748,1965,3,26,NaN,NaN,15.1,0,15.1,0.0
17749,1965,3,27,NaN,NaN,15.3,0,15.3,0.0
17750,1965,3,28,NaN,NaN,15.2,0,15.4,0.0
17751,1965,3,29,NaN,NaN,15.3,0,15.2,0.0
17752,1965,3,30,NaN,NaN,15.2,0,15.0,0.0
17753,1965,3,31,NaN,NaN,15.3,0,15.3,0.0
17754,1965,4,1,NaN,NaN,14.9,0,14.9,0.0
17755,1965,4,2,NaN,NaN,15,0,15.0,0.0
17756,1965,4,3,NaN,NaN,14.8,0,14.8,0.0
17757,1965,4,4,NaN,NaN,14.5,0,14.5,0.0
17758,1965,4,5,NaN,NaN,14.6,0,14.7,0.0
17759,1965,4,6,NaN,NaN,14.6,0,14.9,0.0
17760,1965,4,7,NaN,NaN,15,0,15.0,0.0
17761,1965,4,8,NaN,NaN,15,0,15.1,0.0
17762,1965,4,9,NaN,NaN,14.8,0,14.7,0.0
17763,1965,4,10,NaN,NaN,14.6,0,14.6,0.0
17764,1965,4,11,NaN,NaN,14.4,0,14.7,0.0
17765,1965,4,12,NaN,NaN,14.3,0,14.5,0.0
17766,1965,4,13,NaN,NaN,14.4,0,15.0,0.0
17767,1965,4,14,NaN,NaN,15.2,0,15.0,0.0
17768,1965,4,15,NaN,NaN,15.8,0,14.8,0.0
17769,1965,4,16,NaN,NaN,15.9,0,15.0,0.0
17770,1965,4,17,NaN,NaN,15.8,0,15.8,0.0
17771,1965,4,18,NaN,NaN,16.7,0,16.4,0.0
17772,1965,4,19,NaN,NaN,16.9,0,16.9,0.0
17773,1965,4,20,NaN,NaN,16.6,0,15.8,0.0
17774,1965,4,21,NaN,NaN,16.1,0,15.9,0.0
17775,1965,4,22,NaN,NaN,16.4,0,16.4,0.0
17776,1965,4,23,NaN,NaN,16.2,0,15.8,0.0
17777,1965,4,24,NaN,NaN,16.4,0,16.8,0.0
17778,1965,4,25,NaN,NaN,16.5,0,15.5,0.0
17779,1965,4,26,NaN,NaN,17.1,0,14.1,0.0
17780,1965,4,27,NaN,NaN,17.1,0,15.8,0.0
17781,1965,4,28,NaN,NaN,17.6,0,16.5,0.0
17782,1965,4,29,NaN,NaN,18.4,0,18.1,0.0
17783,1965,4,30,NaN,NaN,17.9,0,17.1,0.0
17784,1965,5,1,NaN,NaN,17.2,0,15.6,0.0
17785,1965,5,2,NaN,NaN,18.1,0,17.0,0.0
17786,1965,5,3,NaN,NaN,17.4,0,17.6,0.0
17787,1965,5,4,NaN,NaN,16.6,0,16.6,0.0
17788,1965,5,5,NaN,NaN,16.8,0,16.8,0.0
17789,1965,5,6,NaN,NaN,16.4,0,16.5,0.0
17790,1965,5,7,NaN,NaN,16.8,0,16.8,0.0
17791,1965,5,8,NaN,NaN,17.1,0,17.1,0.0
17792,1965,5,9,NaN,NaN,17.2,0,17.1,0.0
17793,1965,5,10,NaN,NaN,17.9,0,17.6,0.0
17794,1965,5,11,NaN,NaN,18.2,0,18.2,0.0
17795,1965,5,12,NaN,NaN,17.5,0,17.4,0.0
17796,1965,5,13,NaN,NaN,17.4,0,17.4,0.0
17797,1965,5,14,NaN,NaN,17.7,0,17.5,0.0
17798,1965,5,15,NaN,NaN,17,0,NaN,0.0
17799,1965,5,16,NaN,NaN,17.5,0,NaN,0.0
17800,1965,5,17,NaN,NaN,17.6,0,NaN,0.0
17801,1965,5,18,NaN,NaN,17.6,0,17.7,0.0
17802,1965,5,19,NaN,NaN,17.8,0,17.8,0.0
17803,1965,5,20,NaN,NaN,18,0,17.9,0.0
17804,1965,5,21,NaN,NaN,17.7,0,17.4,0.0
17805,1965,5,22,NaN,NaN,16.9,0,16.9,0.0
17806,1965,5,23,NaN,NaN,17.3,0,17.4,0.0
17807,1965,5,24,NaN,NaN,17.4,0,17.6,0.0
17808,1965,5,25,NaN,NaN,17.4,0,17.5,0.0
17809,1965,5,26,NaN,NaN,18,0,17.7,0.0
17810,1965,5,27,NaN,NaN,18.1,0,17.8,0.0
17811,1965,5,28,NaN,NaN,18,0,17.6,0.0
17812,1965,5,29,NaN,NaN,18.1,0,18.0,0.0
17813,1965,5,30,NaN,NaN,17.6,0,17.7,0.0
17814,1965,5,31,NaN,NaN,17.6,0,17.7,0.0
17815,1965,6,1,NaN,NaN,17.6,0,17.7,0.0
17816,1965,6,2,NaN,NaN,17.5,0,17.4,0.0
17817,1965,6,3,NaN,NaN,17.9,0,17.9,0.0
17818,1965,6,4,NaN,NaN,17.4,0,17.4,0.0
17819,1965,6,5,NaN,NaN,17.4,0,17.1,0.0
17820,1965,6,6,NaN,NaN,17.6,0,17.6,0.0
17821,1965,6,7,NaN,NaN,16.7,0,13.8,0.0
17822,1965,6,8,NaN,NaN,17.2,0,15.3,0.0
17823,1965,6,9,NaN,NaN,17.3,0,17.1,0.0
17824,1965,6,10,NaN,NaN,17,0,15.0,0.0
17825,1965,6,11,NaN,NaN,18,0,18.0,0.0
17826,1965,6,12,NaN,NaN,18.2,0,18.2,0.0
17827,1965,6,13,NaN,NaN,17.9,0,17.9,0.0
17828,1965,6,14,NaN,NaN,17.3,0,17.4,0.0
17829,1965,6,15,NaN,NaN,16.3,0,16.5,0.0
17830,1965,6,16,NaN,NaN,16.9,0,16.9,0.0
17831,1965,6,17,NaN,NaN,17,0,17.0,0.0
17832,1965,6,18,NaN,NaN,17.5,0,17.5,0.0
17833,1965,6,19,NaN,NaN,17.2,0,17.2,0.0
17834,1965,6,20,NaN,NaN,17.3,0,17.4,0.0
17835,1965,6,21,NaN,NaN,16.9,0,17.1,0.0
17836,1965,6,22,NaN,NaN,16.8,0,15.2,0.0
17837,1965,6,23,NaN,NaN,15.9,0,15.7,0.0
17838,1965,6,24,NaN,NaN,15.4,0,13.3,0.0
17839,1965,6,25,NaN,NaN,15.8,0,12.8,0.0
17840,1965,6,26,NaN,NaN,15.3,0,15.3,0.0
17841,1965,6,27,NaN,NaN,15.9,0,16.0,0.0
17842,1965,6,28,NaN,NaN,16.8,0,15.2,0.0
17843,1965,6,29,NaN,NaN,16.3,0,14.2,0.0
17844,1965,6,30,NaN,NaN,14.9,0,12.9,0.0
17845,1965,7,1,NaN,NaN,14.4,0,13.0,0.0
17846,1965,7,2,NaN,NaN,14.4,0,14.0,0.0
17847,1965,7,3,NaN,NaN,14.4,0,14.0,0.0
17848,1965,7,4,NaN,NaN,14.5,0,14.5,0.0
17849,1965,7,5,NaN,NaN,16.5,0,15.8,0.0
17850,1965,7,6,NaN,NaN,17.3,0,15.4,0.0
17851,1965,7,7,NaN,NaN,18.6,0,18.4,0.0
17852,1965,7,8,NaN,NaN,18.7,0,17.2,0.0
17853,1965,7,9,NaN,NaN,18.2,0,13.8,0.0
17854,1965,7,10,NaN,NaN,18.3,0,17.5,0.0
17855,1965,7,11,NaN,NaN,15,0,14.9,0.0
17856,1965,7,12,NaN,NaN,16.3,0,15.4,0.0
17857,1965,7,13,NaN,NaN,16.4,0,14.4,0.0
17858,1965,7,14,NaN,NaN,17,0,14.6,0.0
17859,1965,7,15,NaN,NaN,17.5,0,15.1,0.0
17860,1965,7,16,NaN,NaN,17.4,0,16.4,0.0
17861,1965,7,17,NaN,NaN,18.3,0,18.0,0.0
17862,1965,7,18,NaN,NaN,18.2,0,16.1,0.0
17863,1965,7,19,NaN,NaN,19,0,16.5,0.0
17864,1965,7,20,NaN,NaN,19.1,0,15.5,0.0
17865,1965,7,21,NaN,NaN,19.1,0,15.5,0.0
17866,1965,7,22,NaN,NaN,18.8,0,16.1,0.0
17867,1965,7,23,NaN,NaN,19.3,0,19.0,0.0
17868,1965,7,24,NaN,NaN,18.9,0,18.7,0.0
17869,1965,7,25,NaN,NaN,18.5,0,18.2,0.0
17870,1965,7,26,NaN,NaN,18.6,0,15.6,0.0
17871,1965,7,27,NaN,NaN,16.5,0,13.5,0.0
17872,1965,7,28,NaN,NaN,16.9,0,14.2,0.0
17873,1965,7,29,NaN,NaN,14.7,0,14.0,0.0
17874,1965,7,30,NaN,NaN,16.4,0,16.1,0.0
17875,1965,7,31,NaN,NaN,17.5,0,16.8,0.0
17876,1965,8,1,NaN,NaN,18.8,0,16.6,0.0
17877,1965,8,2,NaN,NaN,18.4,0,16.9,0.0
17878,1965,8,3,NaN,NaN,19,0,18.8,0.0
17879,1965,8,4,NaN,NaN,18.8,0,16.5,0.0
17880,1965,8,5,NaN,NaN,19.8,0,16.8,0.0
17881,1965,8,6,NaN,NaN,19.6,0,17.3,0.0
17882,1965,8,7,NaN,NaN,20,0,19.7,0.0
17883,1965,8,8,NaN,NaN,21,0,20.4,0.0
17884,1965,8,9,NaN,NaN,22,0,18.2,0.0
17885,1965,8,10,NaN,NaN,22,0,21.9,0.0
17886,1965,8,11,NaN,NaN,22.1,0,22.0,0.0
17887,1965,8,12,NaN,NaN,22.4,0,22.4,0.0
17888,1965,8,13,NaN,NaN,21.8,0,19.9,0.0
17889,1965,8,14,NaN,NaN,22.4,0,21.0,0.0
17890,1965,8,15,NaN,NaN,23.1,0,22.5,0.0
17891,1965,8,16,NaN,NaN,22.1,0,19.7,0.0
17892,1965,8,17,NaN,NaN,22.2,0,21.6,0.0
17893,1965,8,18,NaN,NaN,21.7,0,21.7,0.0
17894,1965,8,19,NaN,NaN,21.5,0,21.4,0.0
17895,1965,8,20,NaN,NaN,21.5,0,21.5,0.0
17896,1965,8,21,NaN,NaN,21.4,0,21.2,0.0
17897,1965,8,22,NaN,NaN,21.2,0,21.3,0.0
17898,1965,8,23,NaN,NaN,20.5,0,19.9,0.0
17899,1965,8,24,NaN,NaN,20.2,0,19.1,0.0
17900,1965,8,25,NaN,NaN,19.1,0,17.0,0.0
17901,1965,8,26,NaN,NaN,20.3,0,18.4,0.0
17902,1965,8,27,NaN,NaN,18,0,17.6,0.0
17903,1965,8,28,NaN,NaN,19.8,0,19.1,0.0
17904,1965,8,29,NaN,NaN,19.3,0,17.7,0.0
17905,1965,8,30,NaN,NaN,20.2,0,19.9,0.0
17906,1965,8,31,NaN,NaN,20.2,0,18.2,0.0
17907,1965,9,1,NaN,NaN,20.3,0,19.6,0.0
17908,1965,9,2,NaN,NaN,20,0,17.8,0.0
17909,1965,9,3,NaN,NaN,19.6,0,18.5,0.0
17910,1965,9,4,NaN,NaN,19.2,0,18.9,0.0
17911,1965,9,5,NaN,NaN,19.4,0,19.4,0.0
17912,1965,9,6,NaN,NaN,20.1,0,18.8,0.0
17913,1965,9,7,NaN,NaN,19.7,0,19.2,0.0
17914,1965,9,8,NaN,NaN,19.3,0,18.8,0.0
17915,1965,9,9,NaN,NaN,18,0,17.5,0.0
17916,1965,9,10,NaN,NaN,18.8,0,16.3,0.0
17917,1965,9,11,NaN,NaN,18.2,0,15.9,0.0
17918,1965,9,12,NaN,NaN,17.7,0,16.1,0.0
17919,1965,9,13,NaN,NaN,17.4,0,16.5,0.0
17920,1965,9,14,NaN,NaN,17.8,0,16.3,0.0
17921,1965,9,15,NaN,NaN,17.1,0,15.6,0.0
17922,1965,9,16,NaN,NaN,17.3,0,16.6,0.0
17923,1965,9,17,NaN,NaN,17.8,0,17.9,0.0
17924,1965,9,18,NaN,NaN,18.1,0,18.3,0.0
17925,1965,9,19,NaN,NaN,18.8,0,18.8,0.0
17926,1965,9,20,NaN,NaN,19.1,0,19.2,0.0
17927,1965,9,21,NaN,NaN,19.3,0,19.4,0.0
17928,1965,9,22,NaN,NaN,19.4,0,19.3,0.0
17929,1965,9,23,NaN,NaN,19.5,0,18.7,0.0
17930,1965,9,24,NaN,NaN,19.5,0,18.2,0.0
17931,1965,9,25,NaN,NaN,19.3,0,19.3,0.0
17932,1965,9,26,NaN,NaN,19.3,0,19.1,0.0
17933,1965,9,27,NaN,NaN,19.2,0,17.9,0.0
17934,1965,9,28,NaN,NaN,19.4,0,19.5,0.0
17935,1965,9,29,NaN,NaN,18.4,0,18.3,0.0
17936,1965,9,30,NaN,NaN,18.6,0,18.7,0.0
17937,1965,10,1,NaN,NaN,19.1,0,19.2,0.0
17938,1965,10,2,NaN,NaN,19.1,0,19.1,0.0
17939,1965,10,3,NaN,NaN,19.2,0,19.0,0.0
17940,1965,10,4,NaN,NaN,19.5,0,18.4,0.0
17941,1965,10,5,NaN,NaN,19.6,0,19.3,0.0
17942,1965,10,6,NaN,NaN,18.8,0,18.8,0.0
17943,1965,10,7,NaN,NaN,19,0,19.2,0.0
17944,1965,10,8,NaN,NaN,19,0,19.1,0.0
17945,1965,10,9,NaN,NaN,17.9,0,18.1,0.0
17946,1965,10,10,NaN,NaN,17.3,0,15.7,0.0
17947,1965,10,11,NaN,NaN,16.9,0,15.3,0.0
17948,1965,10,12,NaN,NaN,15.7,0,15.6,0.0
17949,1965,10,13,NaN,NaN,16.4,0,15.8,0.0
17950,1965,10,14,NaN,NaN,17.6,0,17.4,0.0
17951,1965,10,15,NaN,NaN,18.5,0,17.9,0.0
17952,1965,10,16,NaN,NaN,17.5,0,18.0,0.0
17953,1965,10,17,NaN,NaN,17.6,0,17.0,0.0
17954,1965,10,18,NaN,NaN,17.6,0,16.8,0.0
17955,1965,10,19,NaN,NaN,17.7,0,17.7,0.0
17956,1965,10,20,NaN,NaN,17.8,0,17.5,0.0
17957,1965,10,21,NaN,NaN,17.8,0,16.7,0.0
17958,1965,10,22,NaN,NaN,18.1,0,17.7,0.0
17959,1965,10,23,NaN,NaN,18,0,16.6,0.0
17960,1965,10,24,NaN,NaN,18.8,0,17.7,0.0
17961,1965,10,25,NaN,NaN,17.9,0,17.8,0.0
17962,1965,10,26,NaN,NaN,18.4,0,18.0,0.0
17963,1965,10,27,NaN,NaN,18.1,0,17.5,0.0
17964,1965,10,28,NaN,NaN,17.6,0,16.7,0.0
17965,1965,10,29,NaN,NaN,18.1,0,17.9,0.0
17966,1965,10,30,NaN,NaN,17.9,0,17.8,0.0
17967,1965,10,31,NaN,NaN,17.6,0,17.6,0.0
17968,1965,11,1,NaN,NaN,17.7,0,17.7,0.0
17969,1965,11,2,NaN,NaN,18,0,18.1,0.0
17970,1965,11,3,NaN,NaN,18.2,0,17.5,0.0
17971,1965,11,4,NaN,NaN,17.7,0,17.7,0.0
17972,1965,11,5,NaN,NaN,17.7,0,17.5,0.0
17973,1965,11,6,NaN,NaN,17.1,0,16.2,0.0
17974,1965,11,7,NaN,NaN,17.6,0,17.7,0.0
17975,1965,11,8,NaN,NaN,16.9,0,16.3,0.0
17976,1965,11,9,NaN,NaN,16.5,0,15.9,0.0
17977,1965,11,10,NaN,NaN,15.3,0,16.3,0.0
17978,1965,11,11,NaN,NaN,16.3,0,16.3,0.0
17979,1965,11,12,NaN,NaN,16.5,0,16.2,0.0
17980,1965,11,13,NaN,NaN,16.2,0,16.0,0.0
17981,1965,11,14,NaN,NaN,15.4,0,15.6,0.0
17982,1965,11,15,NaN,NaN,16.9,0,17.2,0.0
17983,1965,11,16,NaN,NaN,17.1,0,17.2,0.0
17984,1965,11,17,NaN,NaN,16.8,0,16.8,0.0
17985,1965,11,18,NaN,NaN,17.3,0,17.3,0.0
17986,1965,11,19,NaN,NaN,17.3,0,17.3,0.0
17987,1965,11,20,NaN,NaN,17.1,0,17.2,0.0
17988,1965,11,21,NaN,NaN,17.2,0,17.2,0.0
17989,1965,11,22,NaN,NaN,17.1,0,16.9,0.0
17990,1965,11,23,NaN,NaN,17.2,0,17.2,0.0
17991,1965,11,24,NaN,NaN,17.3,0,17.4,0.0
17992,1965,11,25,NaN,NaN,17.1,0,17.1,0.0
17993,1965,11,26,NaN,NaN,16.3,0,16.6,0.0
17994,1965,11,27,NaN,NaN,16.1,0,16.2,0.0
17995,1965,11,28,NaN,NaN,16.6,0,16.5,0.0
17996,1965,11,29,NaN,NaN,16.4,0,16.3,0.0
17997,1965,11,30,NaN,NaN,16,0,16.0,0.0
17998,1965,12,1,NaN,NaN,16.2,0,16.3,0.0
17999,1965,12,2,NaN,NaN,16,0,16.1,0.0
18000,1965,12,3,NaN,NaN,16,0,16.0,0.0
18001,1965,12,4,NaN,NaN,16,0,16.1,0.0
18002,1965,12,5,NaN,NaN,16.1,0,16.2,0.0
18003,1965,12,6,NaN,NaN,16,0,16.0,0.0
18004,1965,12,7,NaN,NaN,16.1,0,16.2,0.0
18005,1965,12,8,NaN,NaN,16.2,0,16.3,0.0
18006,1965,12,9,NaN,NaN,16.3,0,16.2,0.0
18007,1965,12,10,NaN,NaN,16.1,0,16.1,0.0
18008,1965,12,11,NaN,NaN,15.9,0,16.0,0.0
18009,1965,12,12,NaN,NaN,16.2,0,16.3,0.0
18010,1965,12,13,NaN,NaN,16.2,0,16.2,0.0
18011,1965,12,14,NaN,NaN,15.6,0,15.6,0.0
18012,1965,12,15,NaN,NaN,15.3,0,15.4,0.0
18013,1965,12,16,NaN,NaN,15.4,0,15.5,0.0
18014,1965,12,17,NaN,NaN,15.4,0,15.3,0.0
18015,1965,12,18,NaN,NaN,15.4,0,15.4,0.0
18016,1965,12,19,NaN,NaN,15,0,15.2,0.0
18017,1965,12,20,NaN,NaN,14.8,0,15.1,0.0
18018,1965,12,21,NaN,NaN,15.2,0,15.2,0.0
18019,1965,12,22,NaN,NaN,15.2,0,15.4,0.0
18020,1965,12,23,NaN,NaN,14.4,0,14.5,0.0
18021,1965,12,24,NaN,NaN,14.6,0,14.6,0.0
18022,1965,12,25,NaN,NaN,14.8,0,14.6,0.0
18023,1965,12,26,NaN,NaN,14.9,0,14.9,0.0
18024,1965,12,27,NaN,NaN,14.7,0,14.7,0.0
18025,1965,12,28,NaN,NaN,14.6,0,14.7,0.0
18026,1965,12,29,NaN,NaN,14.7,0,14.8,0.0
18027,1965,12,30,NaN,NaN,14.4,0,14.6,0.0
18028,1965,12,31,NaN,NaN,14.6,0,14.5,0.0
18029,1966,1,1,NaN,NaN,14.4,0,14.5,0.0
18030,1966,1,2,NaN,NaN,14.2,0,14.2,0.0
18031,1966,1,3,NaN,NaN,14.2,0,14.0,0.0
18032,1966,1,4,NaN,NaN,14.1,0,14.1,0.0
18033,1966,1,5,NaN,NaN,13.9,0,14.1,0.0
18034,1966,1,6,NaN,NaN,13.8,0,13.5,0.0
18035,1966,1,7,NaN,NaN,14,0,14.0,0.0
18036,1966,1,8,NaN,NaN,14.3,0,14.4,0.0
18037,1966,1,9,NaN,NaN,14.4,0,14.4,0.0
18038,1966,1,10,NaN,NaN,14,0,14.1,0.0
18039,1966,1,11,NaN,NaN,13.8,0,14.0,0.0
18040,1966,1,12,NaN,NaN,14,0,14.0,0.0
18041,1966,1,13,NaN,NaN,13.4,0,13.5,0.0
18042,1966,1,14,NaN,NaN,13.7,0,13.7,0.0
18043,1966,1,15,NaN,NaN,14,0,13.9,0.0
18044,1966,1,16,NaN,NaN,13.6,0,13.7,0.0
18045,1966,1,17,NaN,NaN,13.1,0,13.2,0.0
18046,1966,1,18,NaN,NaN,13.6,0,13.5,0.0
18047,1966,1,19,NaN,NaN,13.8,0,13.9,0.0
18048,1966,1,20,NaN,NaN,13.7,0,13.8,0.0
18049,1966,1,21,NaN,NaN,13.6,0,13.0,0.0
18050,1966,1,22,NaN,NaN,12.9,0,12.8,0.0
18051,1966,1,23,NaN,NaN,13.5,0,13.6,0.0
18052,1966,1,24,NaN,NaN,13.5,0,13.3,0.0
18053,1966,1,25,NaN,NaN,13.4,0,13.4,0.0
18054,1966,1,26,NaN,NaN,13.7,0,13.6,0.0
18055,1966,1,27,NaN,NaN,13.7,0,13.7,0.0
18056,1966,1,28,NaN,NaN,13.7,0,13.6,0.0
18057,1966,1,29,NaN,NaN,13.7,0,13.7,0.0
18058,1966,1,30,NaN,NaN,13.8,0,13.8,0.0
18059,1966,1,31,NaN,NaN,13.8,0,13.8,0.0
18060,1966,2,1,NaN,NaN,13.9,0,13.9,0.0
18061,1966,2,2,NaN,NaN,14.1,0,14.2,0.0
18062,1966,2,3,NaN,NaN,13.9,0,13.9,0.0
18063,1966,2,4,NaN,NaN,14.3,0,14.2,0.0
18064,1966,2,5,NaN,NaN,14.2,0,14.3,0.0
18065,1966,2,6,NaN,NaN,14.1,0,14.1,0.0
18066,1966,2,7,NaN,NaN,14.1,0,14.1,0.0
18067,1966,2,8,NaN,NaN,13.7,0,13.5,0.0
18068,1966,2,9,NaN,NaN,13.5,0,13.6,0.0
18069,1966,2,10,NaN,NaN,13.8,0,13.8,0.0
18070,1966,2,11,NaN,NaN,13.5,0,13.5,0.0
18071,1966,2,12,NaN,NaN,13,0,13.0,0.0
18072,1966,2,13,NaN,NaN,13,0,13.3,0.0
18073,1966,2,14,NaN,NaN,13.3,0,13.4,0.0
18074,1966,2,15,NaN,NaN,13.7,0,13.5,0.0
18075,1966,2,16,NaN,NaN,13.6,0,13.6,0.0
18076,1966,2,17,NaN,NaN,13.5,0,13.5,0.0
18077,1966,2,18,NaN,NaN,13.7,0,13.7,0.0
18078,1966,2,19,NaN,NaN,13.6,0,13.5,0.0
18079,1966,2,20,NaN,NaN,13.6,0,13.7,0.0
18080,1966,2,21,NaN,NaN,13.6,0,13.6,0.0
18081,1966,2,22,NaN,NaN,14.1,0,14.1,0.0
18082,1966,2,23,NaN,NaN,13.7,0,13.7,0.0
18083,1966,2,24,NaN,NaN,13.7,0,13.9,0.0
