,YEAR,MONTH,DAY,TIME_PST,TIME_FLAG,SURF_TEMP_C,SURF_FLAG,BOT_TEMP_C,BOT_FLAG
0,1916,8,22,NaN,NaN,19.5,0,NaN,NaN
1,1916,8,23,NaN,NaN,19.9,0,NaN,NaN
2,1916,8,24,NaN,NaN,19.7,0,NaN,NaN
3,1916,8,25,NaN,NaN,19.7,0,NaN,NaN
4,1916,8,26,NaN,NaN,19.5,0,NaN,NaN
5,1916,8,27,NaN,NaN,NaN,0,NaN,NaN
6,1916,8,28,NaN,NaN,20.1,0,NaN,NaN
7,1916,8,29,NaN,NaN,19.9,0,NaN,NaN
8,1916,8,30,NaN,NaN,19,0,NaN,NaN
9,1916,8,31,NaN,NaN,16.5,0,NaN,NaN
10,1916,9,1,NaN,NaN,17.9,0,NaN,NaN
11,1916,9,2,NaN,NaN,18.5,0,NaN,NaN
12,1916,9,3,NaN,NaN,NaN,0,NaN,NaN
13,1916,9,4,NaN,NaN,17.9,0,NaN,NaN
14,1916,9,5,NaN,NaN,18.1,0,NaN,NaN
15,1916,9,6,NaN,NaN,18.3,0,NaN,NaN
16,1916,9,7,NaN,NaN,18.8,0,NaN,NaN
17,1916,9,8,NaN,NaN,19.5,0,NaN,NaN
18,1916,9,9,NaN,NaN,19.3,0,NaN,NaN
19,1916,9,10,NaN,NaN,NaN,0,NaN,NaN
20,1916,9,11,NaN,NaN,18.4,0,NaN,NaN
21,1916,9,12,NaN,NaN,17.9,0,NaN,NaN
22,1916,9,13,NaN,NaN,16.3,0,NaN,NaN
23,1916,9,14,NaN,NaN,15.5,0,NaN,NaN
24,1916,9,15,NaN,NaN,17.3,0,NaN,NaN
25,1916,9,16,NaN,NaN,18.3,0,NaN,NaN
26,1916,9,17,NaN,NaN,NaN,0,NaN,NaN
27,1916,9,18,NaN,NaN,18.3,0,NaN,NaN
28,1916,9,19,NaN,NaN,18.5,0,NaN,NaN
29,1916,9,20,NaN,NaN,18.5,0,NaN,NaN
30,1916,9,21,NaN,NaN,18.7,0,NaN,NaN
31,1916,9,22,NaN,NaN,18.3,0,NaN,NaN
32,1916,9,23,NaN,NaN,18.5,0,NaN,NaN
33,1916,9,24,NaN,NaN,NaN,0,NaN,NaN
34,1916,9,25,NaN,NaN,18.7,0,NaN,NaN
35,1916,9,26,NaN,NaN,17.9,0,NaN,NaN
36,1916,9,27,NaN,NaN,18.1,0,NaN,NaN
37,1916,9,28,NaN,NaN,18.1,0,NaN,NaN
38,1916,9,29,NaN,NaN,17.9,0,NaN,NaN
39,1916,9,30,NaN,NaN,17.9,0,NaN,NaN
40,1916,10,1,NaN,NaN,NaN,0,NaN,NaN
41,1916,10,2,NaN,NaN,NaN,0,NaN,NaN
42,1916,10,3,NaN,NaN,17.3,0,NaN,NaN
43,1916,10,4,NaN,NaN,17.3,0,NaN,NaN
44,1916,10,5,NaN,NaN,15.5,0,NaN,NaN
45,1916,10,6,NaN,NaN,16.3,0,NaN,NaN
46,1916,10,7,NaN,NaN,15.9,0,NaN,NaN
47,1916,10,8,NaN,NaN,NaN,0,NaN,NaN
48,1916,10,9,NaN,NaN,16.5,0,NaN,NaN
49,1916,10,10,NaN,NaN,16.3,0,NaN,NaN
50,1916,10,11,NaN,NaN,16.7,0,NaN,NaN
51,1916,10,12,NaN,NaN,16.3,0,NaN,NaN
52,1916,10,13,NaN,NaN,17.2,0,NaN,NaN
53,1916,10,14,NaN,NaN,16.9,0,NaN,NaN
54,1916,10,15,NaN,NaN,NaN,0,NaN,NaN
55,1916,10,16,NaN,NaN,16.3,0,NaN,NaN
56,1916,10,17,NaN,NaN,16.1,0,NaN,NaN
57,1916,10,18,NaN,NaN,16.4,0,NaN,NaN
58,1916,10,19,NaN,NaN,15.3,0,NaN,NaN
59,1916,10,20,NaN,NaN,14.9,0,NaN,NaN
60,1916,10,21,NaN,NaN,14.5,0,NaN,NaN
61,1916,10,22,NaN,NaN,NaN,0,NaN,NaN
62,1916,10,23,NaN,NaN,14.5,0,NaN,NaN
63,1916,10,24,NaN,NaN,14.5,0,NaN,NaN
64,1916,10,25,NaN,NaN,15.5,0,NaN,NaN
65,1916,10,26,NaN,NaN,14.7,0,NaN,NaN
66,1916,10,27,NaN,NaN,13.9,0,NaN,NaN
67,1916,10,28,NaN,NaN,14.6,0,NaN,NaN
68,1916,10,29,NaN,NaN,14.5,0,NaN,NaN
69,1916,10,30,NaN,NaN,NaN,0,NaN,NaN
70,1916,10,31,NaN,NaN,14.1,0,NaN,NaN
71,1916,11,1,NaN,NaN,14.7,0,NaN,NaN
72,1916,11,2,NaN,NaN,15.3,0,NaN,NaN
73,1916,11,3,NaN,NaN,15.3,0,NaN,NaN
74,1916,11,4,NaN,NaN,15.4,0,NaN,NaN
75,1916,11,5,NaN,NaN,NaN,0,NaN,NaN
76,1916,11,6,NaN,NaN,14.5,0,NaN,NaN
77,1916,11,7,NaN,NaN,14.3,0,NaN,NaN
78,1916,11,8,NaN,NaN,14.8,0,NaN,NaN
79,1916,11,9,NaN,NaN,14.8,0,NaN,NaN
80,1916,11,10,NaN,NaN,14.6,0,NaN,NaN
81,1916,11,11,NaN,NaN,14.3,0,NaN,NaN
82,1916,11,12,NaN,NaN,NaN,0,NaN,NaN
83,1916,11,13,NaN,NaN,14.1,0,NaN,NaN
84,1916,11,14,NaN,NaN,12.9,0,NaN,NaN
85,1916,11,15,NaN,NaN,13.7,0,NaN,NaN
86,1916,11,16,NaN,NaN,13.9,0,NaN,NaN
87,1916,11,17,NaN,NaN,13.7,0,NaN,NaN
88,1916,11,18,NaN,NaN,13.2,0,NaN,NaN
89,1916,11,19,NaN,NaN,NaN,0,NaN,NaN
90,1916,11,20,NaN,NaN,13.9,0,NaN,NaN
91,1916,11,21,NaN,NaN,14.5,0,NaN,NaN
92,1916,11,22,NaN,NaN,14.1,0,NaN,NaN
93,1916,11,23,NaN,NaN,14,0,NaN,NaN
94,1916,11,24,NaN,NaN,14.1,0,NaN,NaN
95,1916,11,25,NaN,NaN,14,0,NaN,NaN
96,1916,11,26,NaN,NaN,NaN,0,NaN,NaN
97,1916,11,27,NaN,NaN,13.9,0,NaN,NaN
98,1916,11,28,NaN,NaN,13.5,0,NaN,NaN
99,1916,11,29,NaN,NaN,13.7,0,NaN,NaN
100,1916,11,30,NaN,NaN,NaN,0,NaN,NaN
101,1916,12,1,NaN,NaN,14.5,0,NaN,NaN
102,1916,12,2,NaN,NaN,14.5,0,NaN,NaN
103,1916,12,3,NaN,NaN,NaN,0,NaN,NaN
104,1916,12,4,NaN,NaN,14.9,0,NaN,NaN
105,1916,12,5,NaN,NaN,14.9,0,NaN,NaN
106,1916,12,6,NaN,NaN,14.7,0,NaN,NaN
107,1916,12,7,NaN,NaN,14.2,0,NaN,NaN
108,1916,12,8,NaN,NaN,13.5,0,NaN,NaN
109,1916,12,9,NaN,NaN,13.4,0,NaN,NaN
110,1916,12,10,NaN,NaN,NaN,0,NaN,NaN
111,1916,12,11,NaN,NaN,14.3,0,NaN,NaN
112,1916,12,12,NaN,NaN,13.1,0,NaN,NaN
113,1916,12,13,NaN,NaN,13.1,0,NaN,NaN
114,1916,12,14,NaN,NaN,12.9,0,NaN,NaN
115,1916,12,15,NaN,NaN,13.1,0,NaN,NaN
116,1916,12,16,NaN,NaN,13.3,0,NaN,NaN
117,1916,12,17,NaN,NaN,NaN,0,NaN,NaN
118,1916,12,18,NaN,NaN,13.3,0,NaN,NaN
119,1916,12,19,NaN,NaN,13.1,0,NaN,NaN
120,1916,12,20,NaN,NaN,12.7,0,NaN,NaN
121,1916,12,21,NaN,NaN,12.5,0,NaN,NaN
122,1916,12,22,NaN,NaN,12.5,0,NaN,NaN
123,1916,12,23,NaN,NaN,12.3,0,NaN,NaN
124,1916,12,24,NaN,NaN,NaN,0,NaN,NaN
125,1916,12,25,NaN,NaN,NaN,0,NaN,NaN
126,1916,12,26,NaN,NaN,11.9,0,NaN,NaN
127,1916,12,27,NaN,NaN,11.6,0,NaN,NaN
128,1916,12,28,NaN,NaN,11.3,0,NaN,NaN
129,1916,12,29,NaN,NaN,11.1,0,NaN,NaN
130,1916,12,30,NaN,NaN,11.5,0,NaN,NaN
131,1916,12,31,NaN,NaN,NaN,0,NaN,NaN
132,1917,1,1,NaN,NaN,NaN,0,NaN,NaN
133,1917,1,2,NaN,NaN,11.5,0,NaN,NaN
134,1917,1,3,NaN,NaN,11.9,0,NaN,NaN
135,1917,1,4,NaN,NaN,11.5,0,NaN,NaN
136,1917,1,5,NaN,NaN,11.7,0,NaN,NaN
137,1917,1,6,NaN,NaN,11.9,0,NaN,NaN
138,1917,1,7,NaN,NaN,NaN,0,NaN,NaN
139,1917,1,8,NaN,NaN,NaN,0,NaN,NaN
140,1917,1,9,NaN,NaN,12.3,0,NaN,NaN
141,1917,1,10,NaN,NaN,12.2,0,NaN,NaN
142,1917,1,11,NaN,NaN,12.2,0,NaN,NaN
143,1917,1,12,NaN,NaN,12.1,0,NaN,NaN
144,1917,1,13,NaN,NaN,12.2,0,NaN,NaN
145,1917,1,14,NaN,NaN,NaN,0,NaN,NaN
146,1917,1,15,NaN,NaN,NaN,0,NaN,NaN
147,1917,1,16,NaN,NaN,11.3,0,NaN,NaN
148,1917,1,17,NaN,NaN,11.3,0,NaN,NaN
149,1917,1,18,NaN,NaN,11.7,0,NaN,NaN
150,1917,1,19,NaN,NaN,11.7,0,NaN,NaN
151,1917,1,20,NaN,NaN,11.5,0,NaN,NaN
152,1917,1,21,NaN,NaN,NaN,0,NaN,NaN
153,1917,1,22,NaN,NaN,11.6,0,NaN,NaN
154,1917,1,23,NaN,NaN,12.3,0,NaN,NaN
155,1917,1,24,NaN,NaN,11.7,0,NaN,NaN
156,1917,1,25,NaN,NaN,11.9,0,NaN,NaN
157,1917,1,26,NaN,NaN,11.7,0,NaN,NaN
158,1917,1,27,NaN,NaN,11.9,0,NaN,NaN
159,1917,1,28,NaN,NaN,11.9,0,NaN,NaN
160,1917,1,29,NaN,NaN,11.9,0,NaN,NaN
161,1917,1,30,NaN,NaN,11.9,0,NaN,NaN
162,1917,1,31,NaN,NaN,11.9,0,NaN,NaN
163,1917,2,1,NaN,NaN,11.9,0,NaN,NaN
164,1917,2,2,NaN,NaN,11.9,0,NaN,NaN
165,1917,2,3,NaN,NaN,12,0,NaN,NaN
166,1917,2,4,NaN,NaN,NaN,0,NaN,NaN
167,1917,2,5,NaN,NaN,12.1,0,NaN,NaN
168,1917,2,6,NaN,NaN,12.5,0,NaN,NaN
169,1917,2,7,NaN,NaN,11.9,0,NaN,NaN
170,1917,2,8,NaN,NaN,12.3,0,NaN,NaN
171,1917,2,9,NaN,NaN,12.4,0,NaN,NaN
172,1917,2,10,NaN,NaN,12.7,0,NaN,NaN
173,1917,2,11,NaN,NaN,12.1,0,NaN,NaN
174,1917,2,12,NaN,NaN,12.5,0,NaN,NaN
175,1917,2,13,NaN,NaN,12.5,0,NaN,NaN
176,1917,2,14,NaN,NaN,13.7,0,NaN,NaN
177,1917,2,15,NaN,NaN,12.5,0,NaN,NaN
178,1917,2,16,NaN,NaN,13,0,NaN,NaN
179,1917,2,17,NaN,NaN,NaN,0,NaN,NaN
180,1917,2,18,NaN,NaN,NaN,0,NaN,NaN
181,1917,2,19,NaN,NaN,12.5,0,NaN,NaN
182,1917,2,20,NaN,NaN,12.5,0,NaN,NaN
183,1917,2,21,NaN,NaN,12.9,0,NaN,NaN
184,1917,2,22,NaN,NaN,NaN,0,NaN,NaN
185,1917,2,23,NaN,NaN,13.4,0,NaN,NaN
186,1917,2,24,NaN,NaN,13.9,0,NaN,NaN
187,1917,2,25,NaN,NaN,NaN,0,NaN,NaN
188,1917,2,26,NaN,NaN,13.9,0,NaN,NaN
189,1917,2,27,NaN,NaN,13.7,0,NaN,NaN
190,1917,2,28,NaN,NaN,13.1,0,NaN,NaN
191,1917,3,1,NaN,NaN,13.9,0,NaN,NaN
192,1917,3,2,NaN,NaN,13.5,0,NaN,NaN
193,1917,3,3,NaN,NaN,13.5,0,NaN,NaN
194,1917,3,4,NaN,NaN,NaN,0,NaN,NaN
195,1917,3,5,NaN,NaN,13.9,0,NaN,NaN
196,1917,3,6,NaN,NaN,13.3,0,NaN,NaN
197,1917,3,7,NaN,NaN,13.5,0,NaN,NaN
198,1917,3,8,NaN,NaN,13.9,0,NaN,NaN
199,1917,3,9,NaN,NaN,14.1,0,NaN,NaN
200,1917,3,10,NaN,NaN,NaN,0,NaN,NaN
201,1917,3,11,NaN,NaN,NaN,0,NaN,NaN
202,1917,3,12,NaN,NaN,NaN,0,NaN,NaN
203,1917,3,13,NaN,NaN,13.1,0,NaN,NaN
204,1917,3,14,NaN,NaN,12.3,0,NaN,NaN
205,1917,3,15,NaN,NaN,12.6,0,NaN,NaN
206,1917,3,16,NaN,NaN,12.9,0,NaN,NaN
207,1917,3,17,NaN,NaN,13.2,0,NaN,NaN
208,1917,3,18,NaN,NaN,13.3,0,NaN,NaN
209,1917,3,19,NaN,NaN,12.6,0,NaN,NaN
210,1917,3,20,NaN,NaN,12.7,0,NaN,NaN
211,1917,3,21,NaN,NaN,12.7,0,NaN,NaN
212,1917,3,22,NaN,NaN,13.7,0,NaN,NaN
213,1917,3,23,NaN,NaN,13.1,0,NaN,NaN
214,1917,3,24,NaN,NaN,13.9,0,NaN,NaN
215,1917,3,25,NaN,NaN,NaN,0,NaN,NaN
216,1917,3,26,NaN,NaN,13.7,0,NaN,NaN
217,1917,3,27,NaN,NaN,14.3,0,NaN,NaN
218,1917,3,28,NaN,NaN,15.1,0,NaN,NaN
219,1917,3,29,NaN,NaN,14.7,0,NaN,NaN
220,1917,3,30,NaN,NaN,14.5,0,NaN,NaN
221,1917,3,31,NaN,NaN,14.3,0,NaN,NaN
222,1917,4,1,NaN,NaN,NaN,0,NaN,NaN
223,1917,4,2,NaN,NaN,14.3,0,NaN,NaN
224,1917,4,3,NaN,NaN,14.3,0,NaN,NaN
225,1917,4,4,NaN,NaN,14.9,0,NaN,NaN
226,1917,4,5,NaN,NaN,15.3,0,NaN,NaN
227,1917,4,6,NaN,NaN,14.9,0,NaN,NaN
228,1917,4,7,NaN,NaN,15.1,0,NaN,NaN
229,1917,4,8,NaN,NaN,15.7,0,NaN,NaN
230,1917,4,9,NaN,NaN,15.1,0,NaN,NaN
231,1917,4,10,NaN,NaN,15.2,0,NaN,NaN
232,1917,4,11,NaN,NaN,15.5,0,NaN,NaN
233,1917,4,12,NaN,NaN,16.1,0,NaN,NaN
234,1917,4,13,NaN,NaN,16.1,0,NaN,NaN
235,1917,4,14,NaN,NaN,15.7,0,NaN,NaN
236,1917,4,15,NaN,NaN,NaN,0,NaN,NaN
237,1917,4,16,NaN,NaN,NaN,0,NaN,NaN
238,1917,4,17,NaN,NaN,13.1,0,NaN,NaN
239,1917,4,18,NaN,NaN,13.3,0,NaN,NaN
240,1917,4,19,NaN,NaN,13.7,0,NaN,NaN
241,1917,4,20,NaN,NaN,13.9,0,NaN,NaN
242,1917,4,21,NaN,NaN,14.3,0,NaN,NaN
243,1917,4,22,NaN,NaN,NaN,0,NaN,NaN
244,1917,4,23,NaN,NaN,14.9,0,NaN,NaN
245,1917,4,24,NaN,NaN,15.1,0,NaN,NaN
246,1917,4,25,NaN,NaN,15.7,0,NaN,NaN
247,1917,4,26,NaN,NaN,NaN,0,NaN,NaN
248,1917,4,27,NaN,NaN,13.7,0,NaN,NaN
249,1917,4,28,NaN,NaN,14.5,0,NaN,NaN
250,1917,4,29,NaN,NaN,NaN,0,NaN,NaN
251,1917,4,30,NaN,NaN,15.2,0,NaN,NaN
252,1917,5,1,NaN,NaN,15.5,0,NaN,NaN
253,1917,5,2,NaN,NaN,14.7,0,NaN,NaN
254,1917,5,3,NaN,NaN,15.3,0,NaN,NaN
255,1917,5,4,NaN,NaN,15.9,0,NaN,NaN
256,1917,5,5,NaN,NaN,16.1,0,NaN,NaN
257,1917,5,6,NaN,NaN,NaN,0,NaN,NaN
258,1917,5,7,NaN,NaN,17.3,0,NaN,NaN
259,1917,5,8,NaN,NaN,NaN,0,NaN,NaN
260,1917,5,9,NaN,NaN,15.5,0,NaN,NaN
261,1917,5,10,NaN,NaN,15.7,0,NaN,NaN
262,1917,5,11,NaN,NaN,16.5,0,NaN,NaN
263,1917,5,12,NaN,NaN,16.7,0,NaN,NaN
264,1917,5,13,NaN,NaN,NaN,0,NaN,NaN
265,1917,5,14,NaN,NaN,NaN,0,NaN,NaN
266,1917,5,15,NaN,NaN,15.3,0,NaN,NaN
267,1917,5,16,NaN,NaN,15.5,0,NaN,NaN
268,1917,5,17,NaN,NaN,16.5,0,NaN,NaN
269,1917,5,18,NaN,NaN,13.9,0,NaN,NaN
270,1917,5,19,NaN,NaN,16.3,0,NaN,NaN
271,1917,5,20,NaN,NaN,NaN,0,NaN,NaN
272,1917,5,21,NaN,NaN,17.3,0,NaN,NaN
273,1917,5,22,NaN,NaN,17.3,0,NaN,NaN
274,1917,5,23,NaN,NaN,17.1,0,NaN,NaN
275,1917,5,24,NaN,NaN,16.5,0,NaN,NaN
276,1917,5,25,NaN,NaN,16.5,0,NaN,NaN
277,1917,5,26,NaN,NaN,16.5,0,NaN,NaN
278,1917,5,27,NaN,NaN,NaN,0,NaN,NaN
279,1917,5,28,NaN,NaN,17.3,0,NaN,NaN
280,1917,5,29,NaN,NaN,17.3,0,NaN,NaN
281,1917,5,30,NaN,NaN,17.1,0,NaN,NaN
282,1917,5,31,NaN,NaN,17.3,0,NaN,NaN
283,1917,6,1,NaN,NaN,17.3,0,NaN,NaN
284,1917,6,2,NaN,NaN,17.3,0,NaN,NaN
285,1917,6,3,NaN,NaN,NaN,0,NaN,NaN
286,1917,6,4,NaN,NaN,16.7,0,NaN,NaN
287,1917,6,5,NaN,NaN,17.5,0,NaN,NaN
288,1917,6,6,NaN,NaN,17.7,0,NaN,NaN
289,1917,6,7,NaN,NaN,17.5,0,NaN,NaN
290,1917,6,8,NaN,NaN,18.1,0,NaN,NaN
291,1917,6,9,NaN,NaN,18.5,0,NaN,NaN
292,1917,6,10,NaN,NaN,NaN,0,NaN,NaN
293,1917,6,11,NaN,NaN,17.5,0,NaN,NaN
294,1917,6,12,NaN,NaN,18.3,0,NaN,NaN
295,1917,6,13,NaN,NaN,18.5,0,NaN,NaN
296,1917,6,14,NaN,NaN,19.1,0,NaN,NaN
297,1917,6,15,NaN,NaN,17.5,0,NaN,NaN
298,1917,6,16,NaN,NaN,18.7,0,NaN,NaN
299,1917,6,17,NaN,NaN,NaN,0,NaN,NaN
300,1917,6,18,NaN,NaN,18.9,0,NaN,NaN
301,1917,6,19,NaN,NaN,18.9,0,NaN,NaN
302,1917,6,20,NaN,NaN,19.3,0,NaN,NaN
303,1917,6,21,NaN,NaN,19.5,0,NaN,NaN
304,1917,6,22,NaN,NaN,19.7,0,NaN,NaN
305,1917,6,23,NaN,NaN,19.7,0,NaN,NaN
306,1917,6,24,NaN,NaN,NaN,0,NaN,NaN
307,1917,6,25,NaN,NaN,20.9,0,NaN,NaN
308,1917,6,26,NaN,NaN,19.7,0,NaN,NaN
309,1917,6,27,NaN,NaN,19.9,0,NaN,NaN
310,1917,6,28,NaN,NaN,20.3,0,NaN,NaN
311,1917,6,29,NaN,NaN,20.9,0,NaN,NaN
312,1917,6,30,NaN,NaN,20.9,0,NaN,NaN
313,1917,7,1,NaN,NaN,NaN,0,NaN,NaN
314,1917,7,2,NaN,NaN,21.3,0,NaN,NaN
315,1917,7,3,NaN,NaN,22.1,0,NaN,NaN
316,1917,7,4,NaN,NaN,NaN,0,NaN,NaN
317,1917,7,5,NaN,NaN,20.1,0,NaN,NaN
318,1917,7,6,NaN,NaN,21.9,0,NaN,NaN
319,1917,7,7,NaN,NaN,21.7,0,NaN,NaN
320,1917,7,8,NaN,NaN,NaN,0,NaN,NaN
321,1917,7,9,NaN,NaN,21.1,0,NaN,NaN
322,1917,7,10,NaN,NaN,20.1,0,NaN,NaN
323,1917,7,11,NaN,NaN,19.3,0,NaN,NaN
324,1917,7,12,NaN,NaN,19.9,0,NaN,NaN
325,1917,7,13,NaN,NaN,20.5,0,NaN,NaN
326,1917,7,14,NaN,NaN,20.7,0,NaN,NaN
327,1917,7,15,NaN,NaN,20.5,0,NaN,NaN
328,1917,7,16,NaN,NaN,20.5,0,NaN,NaN
329,1917,7,17,NaN,NaN,20.9,0,NaN,NaN
330,1917,7,18,NaN,NaN,NaN,0,NaN,NaN
331,1917,7,19,NaN,NaN,21.1,0,NaN,NaN
332,1917,7,20,NaN,NaN,21.3,0,NaN,NaN
333,1917,7,21,NaN,NaN,21.3,0,NaN,NaN
334,1917,7,22,NaN,NaN,NaN,0,NaN,NaN
335,1917,7,23,NaN,NaN,21.7,0,NaN,NaN
336,1917,7,24,NaN,NaN,21.7,0,NaN,NaN
337,1917,7,25,NaN,NaN,22.3,0,NaN,NaN
338,1917,7,26,NaN,NaN,22.5,0,NaN,NaN
339,1917,7,27,NaN,NaN,22.5,0,NaN,NaN
340,1917,7,28,NaN,NaN,NaN,0,NaN,NaN
341,1917,7,29,NaN,NaN,22.7,0,NaN,NaN
342,1917,7,30,NaN,NaN,23.1,0,NaN,NaN
343,1917,7,31,NaN,NaN,23.1,0,NaN,NaN
344,1917,8,1,NaN,NaN,22.5,0,NaN,NaN
345,1917,8,2,NaN,NaN,22.1,0,NaN,NaN
346,1917,8,3,NaN,NaN,21.3,0,NaN,NaN
347,1917,8,4,NaN,NaN,21.7,0,NaN,NaN
348,1917,8,5,NaN,NaN,NaN,0,NaN,NaN
349,1917,8,6,NaN,NaN,22.9,0,NaN,NaN
350,1917,8,7,NaN,NaN,22.3,0,NaN,NaN
351,1917,8,8,NaN,NaN,21.1,0,NaN,NaN
352,1917,8,9,NaN,NaN,21.4,0,NaN,NaN
353,1917,8,10,NaN,NaN,22.1,0,NaN,NaN
354,1917,8,11,NaN,NaN,19.9,0,NaN,NaN
355,1917,8,12,NaN,NaN,NaN,0,NaN,NaN
356,1917,8,13,NaN,NaN,20.9,0,NaN,NaN
357,1917,8,14,NaN,NaN,20.9,0,NaN,NaN
358,1917,8,15,NaN,NaN,20.5,0,NaN,NaN
359,1917,8,16,NaN,NaN,20.5,0,NaN,NaN
360,1917,8,17,NaN,NaN,20.9,0,NaN,NaN
361,1917,8,18,NaN,NaN,20.9,0,NaN,NaN
362,1917,8,19,NaN,NaN,NaN,0,NaN,NaN
363,1917,8,20,NaN,NaN,21.1,0,NaN,NaN
364,1917,8,21,NaN,NaN,20.9,0,NaN,NaN
365,1917,8,22,NaN,NaN,21.7,0,NaN,NaN
366,1917,8,23,NaN,NaN,22.1,0,NaN,NaN
367,1917,8,24,NaN,NaN,21.5,0,NaN,NaN
368,1917,8,25,NaN,NaN,21.7,0,NaN,NaN
369,1917,8,26,NaN,NaN,NaN,0,NaN,NaN
370,1917,8,27,NaN,NaN,21.9,0,NaN,NaN
371,1917,8,28,NaN,NaN,22.1,0,NaN,NaN
372,1917,8,29,NaN,NaN,21.7,0,NaN,NaN
373,1917,8,30,NaN,NaN,21.7,0,NaN,NaN
374,1917,8,31,NaN,NaN,21.5,0,NaN,NaN
375,1917,9,1,NaN,NaN,21.4,0,NaN,NaN
376,1917,9,2,NaN,NaN,NaN,0,NaN,NaN
377,1917,9,3,NaN,NaN,NaN,0,NaN,NaN
378,1917,9,4,NaN,NaN,21.9,0,NaN,NaN
379,1917,9,5,NaN,NaN,21.7,0,NaN,NaN
380,1917,9,6,NaN,NaN,21.7,0,NaN,NaN
381,1917,9,7,NaN,NaN,20.7,0,NaN,NaN
382,1917,9,8,NaN,NaN,21.1,0,NaN,NaN
383,1917,9,9,NaN,NaN,NaN,0,NaN,NaN
384,1917,9,10,NaN,NaN,22.1,0,NaN,NaN
385,1917,9,11,NaN,NaN,19.7,0,NaN,NaN
386,1917,9,12,NaN,NaN,19.9,0,NaN,NaN
387,1917,9,13,NaN,NaN,18.7,0,NaN,NaN
388,1917,9,14,NaN,NaN,20.1,0,NaN,NaN
389,1917,9,15,NaN,NaN,19.9,0,NaN,NaN
390,1917,9,16,NaN,NaN,NaN,0,NaN,NaN
391,1917,9,17,NaN,NaN,18.9,0,NaN,NaN
392,1917,9,18,NaN,NaN,18.7,0,NaN,NaN
393,1917,9,19,NaN,NaN,17.7,0,NaN,NaN
394,1917,9,20,NaN,NaN,17.7,0,NaN,NaN
395,1917,9,21,NaN,NaN,18.7,0,NaN,NaN
396,1917,9,22,NaN,NaN,18.7,0,NaN,NaN
397,1917,9,23,NaN,NaN,NaN,0,NaN,NaN
398,1917,9,24,NaN,NaN,17.7,0,NaN,NaN
399,1917,9,25,NaN,NaN,17.9,0,NaN,NaN
400,1917,9,26,NaN,NaN,18.9,0,NaN,NaN
401,1917,9,27,NaN,NaN,18.7,0,NaN,NaN
402,1917,9,28,NaN,NaN,19.5,0,NaN,NaN
403,1917,9,29,NaN,NaN,18.7,0,NaN,NaN
404,1917,9,30,NaN,NaN,NaN,0,NaN,NaN
405,1917,10,1,NaN,NaN,19.1,0,NaN,NaN
406,1917,10,2,NaN,NaN,18.7,0,NaN,NaN
407,1917,10,3,NaN,NaN,18.7,0,NaN,NaN
408,1917,10,4,NaN,NaN,19.7,0,NaN,NaN
409,1917,10,5,NaN,NaN,18.3,0,NaN,NaN
410,1917,10,6,NaN,NaN,18.3,0,NaN,NaN
411,1917,10,7,NaN,NaN,NaN,0,NaN,NaN
412,1917,10,8,NaN,NaN,19.1,0,NaN,NaN
413,1917,10,9,NaN,NaN,18.7,0,NaN,NaN
414,1917,10,10,NaN,NaN,18.7,0,NaN,NaN
415,1917,10,11,NaN,NaN,18.3,0,NaN,NaN
416,1917,10,12,NaN,NaN,17.7,0,NaN,NaN
417,1917,10,13,NaN,NaN,17.7,0,NaN,NaN
418,1917,10,14,NaN,NaN,NaN,0,NaN,NaN
419,1917,10,15,NaN,NaN,17.5,0,NaN,NaN
420,1917,10,16,NaN,NaN,17.7,0,NaN,NaN
421,1917,10,17,NaN,NaN,17.5,0,NaN,NaN
422,1917,10,18,NaN,NaN,17.5,0,NaN,NaN
423,1917,10,19,NaN,NaN,17.7,0,NaN,NaN
424,1917,10,20,NaN,NaN,17.1,0,NaN,NaN
425,1917,10,21,NaN,NaN,NaN,0,NaN,NaN
426,1917,10,22,NaN,NaN,16.9,0,NaN,NaN
427,1917,10,23,NaN,NaN,16.7,0,NaN,NaN
428,1917,10,24,NaN,NaN,17.1,0,NaN,NaN
429,1917,10,25,NaN,NaN,17.5,0,NaN,NaN
430,1917,10,26,NaN,NaN,17.7,0,NaN,NaN
431,1917,10,27,NaN,NaN,18.1,0,NaN,NaN
432,1917,10,28,NaN,NaN,NaN,0,NaN,NaN
433,1917,10,29,NaN,NaN,17.7,0,NaN,NaN
434,1917,10,30,NaN,NaN,17.7,0,NaN,NaN
435,1917,10,31,NaN,NaN,17.5,0,NaN,NaN
436,1917,11,1,NaN,NaN,17.1,0,NaN,NaN
437,1917,11,2,NaN,NaN,16.7,0,NaN,NaN
438,1917,11,3,NaN,NaN,16.7,0,NaN,NaN
439,1917,11,4,NaN,NaN,NaN,0,NaN,NaN
440,1917,11,5,NaN,NaN,16.7,0,NaN,NaN
441,1917,11,6,NaN,NaN,16.9,0,NaN,NaN
442,1917,11,7,NaN,NaN,16.5,0,NaN,NaN
443,1917,11,8,NaN,NaN,16.3,0,NaN,NaN
444,1917,11,9,NaN,NaN,16.1,0,NaN,NaN
445,1917,11,10,NaN,NaN,16.5,0,NaN,NaN
446,1917,11,11,NaN,NaN,NaN,0,NaN,NaN
447,1917,11,12,NaN,NaN,16.5,0,NaN,NaN
448,1917,11,13,NaN,NaN,16.5,0,NaN,NaN
