,YEAR,MONTH,DAY,TIME_PST,FLAG_DAY_TIME,SURF_TEMP_C,FLAG_TEMP
5471,1989,12,24,NaN,NaN,NaN,NaN
5472,1989,12,25,NaN,NaN,NaN,NaN
5473,1989,12,26,NaN,NaN,11.6,NaN
5474,1989,12,27,NaN,NaN,NaN,NaN
5475,1989,12,28,NaN,NaN,NaN,NaN
5476,1989,12,29,NaN,NaN,11.7,NaN
5477,1989,12,30,NaN,NaN,NaN,NaN
5478,1989,12,31,NaN,NaN,NaN,NaN
5479,1990,1,1,NaN,NaN,NaN,NaN
5480,1990,1,2,NaN,NaN,NaN,NaN
5481,1990,1,3,NaN,NaN,NaN,NaN
5482,1990,1,4,NaN,NaN,NaN,NaN
5483,1990,1,5,NaN,NaN,NaN,NaN
5484,1990,1,6,NaN,NaN,NaN,NaN
5485,1990,1,7,NaN,NaN,NaN,NaN
5486,1990,1,8,NaN,NaN,NaN,NaN
5487,1990,1,9,NaN,NaN,12.3,NaN
5488,1990,1,10,NaN,NaN,NaN,NaN
5489,1990,1,11,NaN,NaN,NaN,NaN
5490,1990,1,12,NaN,NaN,11.9,NaN
5491,1990,1,13,NaN,NaN,NaN,NaN
5492,1990,1,14,NaN,NaN,NaN,NaN
5493,1990,1,15,NaN,NaN,11.4,NaN
5494,1990,1,16,NaN,NaN,NaN,NaN
5495,1990,1,17,NaN,NaN,12.0,NaN
5496,1990,1,18,NaN,NaN,NaN,NaN
5497,1990,1,19,NaN,NaN,NaN,NaN
5498,1990,1,20,NaN,NaN,NaN,NaN
5499,1990,1,21,NaN,NaN,NaN,NaN
5500,1990,1,22,NaN,NaN,11.7,NaN
5501,1990,1,23,NaN,NaN,NaN,NaN
5502,1990,1,24,NaN,NaN,12.1,NaN
5503,1990,1,25,NaN,NaN,10.2,NaN
5504,1990,1,26,NaN,NaN,11.0,NaN
5505,1990,1,27,NaN,NaN,10.1,NaN
5506,1990,1,28,NaN,NaN,10.1,NaN
5507,1990,1,29,NaN,NaN,10.5,NaN
5508,1990,1,30,NaN,NaN,10.0,NaN
5509,1990,1,31,NaN,NaN,9.8,NaN
5510,1990,2,1,NaN,NaN,9.9,NaN
5511,1990,2,2,NaN,NaN,10.2,NaN
5512,1990,2,3,NaN,NaN,10.0,NaN
5513,1990,2,4,NaN,NaN,10.0,NaN
5514,1990,2,5,NaN,NaN,10.0,NaN
5515,1990,2,6,NaN,NaN,NaN,NaN
5516,1990,2,7,NaN,NaN,10.0,NaN
5517,1990,2,8,NaN,NaN,9.9,NaN
5518,1990,2,9,NaN,NaN,10.0,NaN
5519,1990,2,10,NaN,NaN,10.0,NaN
5520,1990,2,11,NaN,NaN,10.1,NaN
5521,1990,2,12,NaN,NaN,10.0,NaN
5522,1990,2,13,NaN,NaN,9.0,NaN
5523,1990,2,14,NaN,NaN,9.5,NaN
5524,1990,2,15,NaN,NaN,8.1,NaN
5525,1990,2,16,NaN,NaN,8.8,NaN
5526,1990,2,17,NaN,NaN,9.0,NaN
5527,1990,2,18,NaN,NaN,9.0,NaN
5528,1990,2,19,NaN,NaN,12.0,NaN
5529,1990,2,20,NaN,NaN,9.0,NaN
5530,1990,2,21,NaN,NaN,10.6,NaN
5531,1990,2,22,NaN,NaN,9.1,NaN
5532,1990,2,23,NaN,NaN,9.6,NaN
5533,1990,2,24,NaN,NaN,10.0,NaN
5534,1990,2,25,NaN,NaN,9.6,NaN
5535,1990,2,26,NaN,NaN,10.0,NaN
5536,1990,2,27,NaN,NaN,9.9,NaN
5537,1990,2,28,NaN,NaN,10.2,NaN
5538,1990,3,1,NaN,NaN,10.1,NaN
5539,1990,3,2,NaN,NaN,10.5,NaN
5540,1990,3,3,NaN,NaN,12.0,NaN
5541,1990,3,4,NaN,NaN,10.2,NaN
5542,1990,3,5,NaN,NaN,11.8,NaN
5543,1990,3,6,NaN,NaN,10.5,NaN
5544,1990,3,7,NaN,NaN,10.3,NaN
5545,1990,3,8,NaN,NaN,9.9,NaN
5546,1990,3,9,NaN,NaN,10.0,NaN
5547,1990,3,10,NaN,NaN,10.0,NaN
5548,1990,3,11,NaN,NaN,10.0,NaN
5549,1990,3,12,NaN,NaN,NaN,NaN
5550,1990,3,13,NaN,NaN,9.9,NaN
5551,1990,3,14,NaN,NaN,NaN,NaN
5552,1990,3,15,NaN,NaN,NaN,NaN
5553,1990,3,16,NaN,NaN,10.6,NaN
5554,1990,3,17,NaN,NaN,10.9,NaN
5555,1990,3,18,NaN,NaN,11.0,NaN
5556,1990,3,19,NaN,NaN,12.0,NaN
5557,1990,3,20,NaN,NaN,11.0,NaN
5558,1990,3,21,NaN,NaN,11.3,NaN
5559,1990,3,22,NaN,NaN,10.9,NaN
5560,1990,3,23,NaN,NaN,11.3,NaN
5561,1990,3,24,NaN,NaN,11.5,NaN
5562,1990,3,25,NaN,NaN,11.0,NaN
5563,1990,3,26,NaN,NaN,11.5,NaN
5564,1990,3,27,NaN,NaN,11.5,NaN
5565,1990,3,28,NaN,NaN,12.0,NaN
5566,1990,3,29,NaN,NaN,10.8,NaN
5567,1990,3,30,NaN,NaN,11.0,NaN
5568,1990,3,31,NaN,NaN,11.0,NaN
5569,1990,4,1,NaN,NaN,10.4,NaN
5570,1990,4,2,NaN,NaN,12.1,NaN
5571,1990,4,3,NaN,NaN,NaN,NaN
5572,1990,4,4,NaN,NaN,11.7,NaN
5573,1990,4,5,NaN,NaN,10.8,NaN
5574,1990,4,6,NaN,NaN,10.6,NaN
5575,1990,4,7,NaN,NaN,11.0,NaN
5576,1990,4,8,NaN,NaN,10.5,NaN
5577,1990,4,9,NaN,NaN,11.2,NaN
5578,1990,4,10,NaN,NaN,11.1,NaN
5579,1990,4,11,NaN,NaN,11.3,NaN
5580,1990,4,12,NaN,NaN,10.9,NaN
5581,1990,4,13,NaN,NaN,10.6,NaN
5582,1990,4,14,NaN,NaN,14.9,NaN
5583,1990,4,15,NaN,NaN,11.5,NaN
5584,1990,4,16,NaN,NaN,11.8,NaN
5585,1990,4,17,NaN,NaN,NaN,NaN
5586,1990,4,18,NaN,NaN,13.0,NaN
5587,1990,4,19,NaN,NaN,10.5,NaN
5588,1990,4,20,NaN,NaN,11.4,NaN
5589,1990,4,21,NaN,NaN,11.0,NaN
5590,1990,4,22,NaN,NaN,10.3,NaN
5591,1990,4,23,NaN,NaN,11.3,NaN
5592,1990,4,24,NaN,NaN,12.5,NaN
5593,1990,4,25,NaN,NaN,11.3,NaN
5594,1990,4,26,NaN,NaN,10.8,NaN
5595,1990,4,27,NaN,NaN,11.4,NaN
5596,1990,4,28,NaN,NaN,11.0,NaN
5597,1990,4,29,NaN,NaN,10.7,NaN
5598,1990,4,30,NaN,NaN,11.4,NaN
5599,1990,5,1,NaN,NaN,12.0,NaN
5600,1990,5,2,NaN,NaN,11.8,NaN
5601,1990,5,3,NaN,NaN,9.8,NaN
5602,1990,5,4,NaN,NaN,10.3,NaN
5603,1990,5,5,NaN,NaN,11.7,NaN
5604,1990,5,6,NaN,NaN,10.0,NaN
5605,1990,5,7,NaN,NaN,9.9,NaN
5606,1990,5,8,NaN,NaN,NaN,NaN
5607,1990,5,9,NaN,NaN,8.6,NaN
5608,1990,5,10,NaN,NaN,9.5,NaN
5609,1990,5,11,NaN,NaN,8.9,NaN
5610,1990,5,12,NaN,NaN,10.5,NaN
5611,1990,5,13,NaN,NaN,NaN,NaN
5612,1990,5,14,NaN,NaN,11.0,NaN
5613,1990,5,15,NaN,NaN,10.2,NaN
5614,1990,5,16,NaN,NaN,9.2,NaN
5615,1990,5,17,NaN,NaN,11.0,NaN
5616,1990,5,18,NaN,NaN,9.9,NaN
5617,1990,5,19,NaN,NaN,NaN,NaN
5618,1990,5,20,NaN,NaN,10.0,NaN
5619,1990,5,21,NaN,NaN,10.2,NaN
5620,1990,5,22,NaN,NaN,10.7,NaN
5621,1990,5,23,NaN,NaN,11.0,NaN
5622,1990,5,24,NaN,NaN,11.9,NaN
5623,1990,5,25,NaN,NaN,13.5,NaN
5624,1990,5,26,NaN,NaN,12.8,NaN
5625,1990,5,27,NaN,NaN,NaN,NaN
5626,1990,5,28,NaN,NaN,NaN,NaN
5627,1990,5,29,NaN,NaN,14.5,NaN
5628,1990,5,30,NaN,NaN,12.2,NaN
5629,1990,5,31,NaN,NaN,12.4,NaN
5630,1990,6,1,NaN,NaN,13.2,NaN
5631,1990,6,2,NaN,NaN,NaN,NaN
5632,1990,6,3,NaN,NaN,NaN,NaN
5633,1990,6,4,NaN,NaN,13.2,NaN
5634,1990,6,5,NaN,NaN,NaN,NaN
5635,1990,6,6,NaN,NaN,13.9,NaN
5636,1990,6,7,NaN,NaN,14.8,NaN
5637,1990,6,8,NaN,NaN,15.0,NaN
5638,1990,6,9,NaN,NaN,NaN,NaN
5639,1990,6,10,NaN,NaN,NaN,NaN
5640,1990,6,11,NaN,NaN,12.5,NaN
5641,1990,6,12,NaN,NaN,NaN,NaN
5642,1990,6,13,NaN,NaN,12.2,NaN
5643,1990,6,14,NaN,NaN,NaN,NaN
5644,1990,6,15,NaN,NaN,NaN,NaN
5645,1990,6,16,NaN,NaN,NaN,NaN
5646,1990,6,17,NaN,NaN,NaN,NaN
5647,1990,6,18,NaN,NaN,NaN,NaN
5648,1990,6,19,NaN,NaN,NaN,NaN
5649,1990,6,20,NaN,NaN,NaN,NaN
5650,1990,6,21,NaN,NaN,11.0,NaN
5651,1990,6,22,NaN,NaN,11.6,NaN
5652,1990,6,23,NaN,NaN,NaN,NaN
5653,1990,6,24,NaN,NaN,NaN,NaN
5654,1990,6,25,NaN,NaN,NaN,NaN
5655,1990,6,26,NaN,NaN,11.9,NaN
5656,1990,6,27,NaN,NaN,12.1,NaN
5657,1990,6,28,NaN,NaN,15.0,NaN
5658,1990,6,29,NaN,NaN,11.0,NaN
5659,1990,6,30,NaN,NaN,NaN,NaN
5660,1990,7,1,NaN,NaN,NaN,NaN
5661,1990,7,2,NaN,NaN,NaN,NaN
5662,1990,7,3,NaN,NaN,NaN,NaN
5663,1990,7,4,NaN,NaN,NaN,NaN
5664,1990,7,5,NaN,NaN,NaN,NaN
5665,1990,7,6,NaN,NaN,NaN,NaN
5666,1990,7,7,NaN,NaN,NaN,NaN
5667,1990,7,8,NaN,NaN,NaN,NaN
5668,1990,7,9,NaN,NaN,NaN,NaN
5669,1990,7,10,NaN,NaN,NaN,NaN
5670,1990,7,11,NaN,NaN,NaN,NaN
5671,1990,7,12,NaN,NaN,NaN,NaN
5672,1990,7,13,NaN,NaN,NaN,NaN
5673,1990,7,14,NaN,NaN,NaN,NaN
5674,1990,7,15,NaN,NaN,NaN,NaN
5675,1990,7,16,NaN,NaN,NaN,NaN
5676,1990,7,17,NaN,NaN,NaN,NaN
5677,1990,7,18,NaN,NaN,13.1,NaN
5678,1990,7,19,NaN,NaN,14.0,NaN
5679,1990,7,20,NaN,NaN,14.9,NaN
5680,1990,7,21,NaN,NaN,NaN,NaN
5681,1990,7,22,NaN,NaN,NaN,NaN
5682,1990,7,23,NaN,NaN,13.8,NaN
5683,1990,7,24,NaN,NaN,14.0,NaN
5684,1990,7,25,NaN,NaN,13.2,NaN
5685,1990,7,26,NaN,NaN,NaN,NaN
5686,1990,7,27,NaN,NaN,NaN,NaN
5687,1990,7,28,NaN,NaN,NaN,NaN
5688,1990,7,29,NaN,NaN,NaN,NaN
5689,1990,7,30,NaN,NaN,13.5,NaN
5690,1990,7,31,NaN,NaN,NaN,NaN
5691,1990,8,1,NaN,NaN,12.0,NaN
5692,1990,8,2,NaN,NaN,NaN,NaN
5693,1990,8,3,NaN,NaN,13.0,NaN
5694,1990,8,4,NaN,NaN,NaN,NaN
5695,1990,8,5,NaN,NaN,NaN,NaN
5696,1990,8,6,NaN,NaN,12.5,NaN
5697,1990,8,7,NaN,NaN,NaN,NaN
5698,1990,8,8,NaN,NaN,12.9,NaN
5699,1990,8,9,NaN,NaN,NaN,NaN
5700,1990,8,10,NaN,NaN,13.0,NaN
5701,1990,8,11,NaN,NaN,NaN,NaN
5702,1990,8,12,NaN,NaN,NaN,NaN
5703,1990,8,13,NaN,NaN,12.9,NaN
5704,1990,8,14,NaN,NaN,NaN,NaN
5705,1990,8,15,NaN,NaN,13.0,NaN
5706,1990,8,16,NaN,NaN,NaN,NaN
5707,1990,8,17,NaN,NaN,13.0,NaN
5708,1990,8,18,NaN,NaN,NaN,NaN
5709,1990,8,19,NaN,NaN,NaN,NaN
5710,1990,8,20,NaN,NaN,14.0,NaN
5711,1990,8,21,NaN,NaN,NaN,NaN
5712,1990,8,22,NaN,NaN,14.3,NaN
5713,1990,8,23,NaN,NaN,13.5,NaN
5714,1990,8,24,NaN,NaN,12.7,NaN
5715,1990,8,25,NaN,NaN,13.2,NaN
5716,1990,8,26,NaN,NaN,NaN,NaN
5717,1990,8,27,NaN,NaN,13.5,NaN
5718,1990,8,28,NaN,NaN,13.8,NaN
5719,1990,8,29,NaN,NaN,14.5,NaN
5720,1990,8,30,NaN,NaN,14.8,NaN
5721,1990,8,31,NaN,NaN,15.5,NaN
5722,1990,9,1,NaN,NaN,NaN,NaN
5723,1990,9,2,NaN,NaN,NaN,NaN
5724,1990,9,3,NaN,NaN,15.0,NaN
5725,1990,9,4,NaN,NaN,14.8,NaN
5726,1990,9,5,NaN,NaN,16.0,NaN
5727,1990,9,6,NaN,NaN,16.1,NaN
5728,1990,9,7,NaN,NaN,16.4,NaN
5729,1990,9,8,NaN,NaN,15.0,NaN
5730,1990,9,9,NaN,NaN,14.5,NaN
5731,1990,9,10,NaN,NaN,NaN,NaN
5732,1990,9,11,NaN,NaN,13.7,NaN
5733,1990,9,12,NaN,NaN,16.0,NaN
5734,1990,9,13,NaN,NaN,14.8,NaN
5735,1990,9,14,NaN,NaN,15.2,NaN
5736,1990,9,15,NaN,NaN,15.7,NaN
5737,1990,9,16,NaN,NaN,16.3,NaN
5738,1990,9,17,NaN,NaN,14.0,NaN
5739,1990,9,18,NaN,NaN,NaN,NaN
5740,1990,9,19,NaN,NaN,14.2,NaN
5741,1990,9,20,NaN,NaN,12.8,NaN
5742,1990,9,21,NaN,NaN,13.0,NaN
5743,1990,9,22,NaN,NaN,14.1,NaN
5744,1990,9,23,NaN,NaN,14.7,NaN
5745,1990,9,24,NaN,NaN,NaN,NaN
5746,1990,9,25,NaN,NaN,NaN,NaN
5747,1990,9,26,NaN,NaN,13.5,NaN
5748,1990,9,27,NaN,NaN,13.4,NaN
5749,1990,9,28,NaN,NaN,13.0,NaN
5750,1990,9,29,NaN,NaN,13.0,NaN
5751,1990,9,30,NaN,NaN,12.8,NaN
5752,1990,10,1,NaN,NaN,NaN,NaN
5753,1990,10,2,NaN,NaN,12.1,NaN
5754,1990,10,3,NaN,NaN,11.9,NaN
5755,1990,10,4,NaN,NaN,12.0,NaN
5756,1990,10,5,NaN,NaN,10.1,NaN
5757,1990,10,6,NaN,NaN,12.0,NaN
5758,1990,10,7,NaN,NaN,9.5,NaN
5759,1990,10,8,NaN,NaN,10.1,NaN
5760,1990,10,9,NaN,NaN,9.2,NaN
5761,1990,10,10,NaN,NaN,10.4,NaN
5762,1990,10,11,NaN,NaN,10.4,NaN
5763,1990,10,12,NaN,NaN,11.4,NaN
5764,1990,10,13,NaN,NaN,10.2,NaN
5765,1990,10,14,NaN,NaN,10.0,NaN
5766,1990,10,15,NaN,NaN,NaN,NaN
5767,1990,10,16,NaN,NaN,10.0,NaN
5768,1990,10,17,NaN,NaN,10.0,NaN
5769,1990,10,18,NaN,NaN,10.2,NaN
5770,1990,10,19,NaN,NaN,NaN,NaN
5771,1990,10,20,NaN,NaN,NaN,NaN
5772,1990,10,21,NaN,NaN,10.0,NaN
5773,1990,10,22,NaN,NaN,10.8,NaN
5774,1990,10,23,NaN,NaN,11.0,NaN
5775,1990,10,24,NaN,NaN,11.8,NaN
5776,1990,10,25,NaN,NaN,11.9,NaN
5777,1990,10,26,NaN,NaN,10.8,NaN
5778,1990,10,27,NaN,NaN,11.2,NaN
5779,1990,10,28,NaN,NaN,11.7,NaN
5780,1990,10,29,NaN,NaN,12.0,NaN
5781,1990,10,30,NaN,NaN,11.7,NaN
5782,1990,10,31,NaN,NaN,NaN,NaN
5783,1990,11,1,NaN,NaN,12.2,NaN
5784,1990,11,2,NaN,NaN,12.5,NaN
5785,1990,11,3,NaN,NaN,12.2,NaN
5786,1990,11,4,NaN,NaN,12.2,NaN
5787,1990,11,5,NaN,NaN,11.8,NaN
5788,1990,11,6,NaN,NaN,11.0,NaN
5789,1990,11,7,NaN,NaN,11.1,NaN
5790,1990,11,8,NaN,NaN,11.4,NaN
5791,1990,11,9,NaN,NaN,11.2,NaN
5792,1990,11,10,NaN,NaN,11.4,NaN
5793,1990,11,11,NaN,NaN,11.2,NaN
5794,1990,11,12,NaN,NaN,11.5,NaN
5795,1990,11,13,NaN,NaN,11.0,NaN
5796,1990,11,14,NaN,NaN,11.2,NaN
5797,1990,11,15,NaN,NaN,11.0,NaN
5798,1990,11,16,NaN,NaN,11.0,NaN
5799,1990,11,17,NaN,NaN,10.7,NaN
5800,1990,11,18,NaN,NaN,11.0,NaN
5801,1990,11,19,NaN,NaN,10.9,NaN
5802,1990,11,20,NaN,NaN,10.5,NaN
5803,1990,11,21,NaN,NaN,NaN,NaN
5804,1990,11,22,NaN,NaN,NaN,NaN
5805,1990,11,23,NaN,NaN,11.0,NaN
5806,1990,11,24,NaN,NaN,NaN,NaN
5807,1990,11,25,NaN,NaN,11.0,NaN
5808,1990,11,26,NaN,NaN,10.8,NaN
5809,1990,11,27,NaN,NaN,10.8,NaN
5810,1990,11,28,NaN,NaN,10.9,NaN
5811,1990,11,29,NaN,NaN,10.2,NaN
5812,1990,11,30,NaN,NaN,NaN,NaN
5813,1990,12,1,NaN,NaN,9.8,NaN
5814,1990,12,2,NaN,NaN,9.8,NaN
5815,1990,12,3,NaN,NaN,9.7,NaN
5816,1990,12,4,NaN,NaN,9.6,NaN
5817,1990,12,5,NaN,NaN,9.9,NaN
5818,1990,12,6,NaN,NaN,10.0,NaN
5819,1990,12,7,NaN,NaN,10.2,NaN
5820,1990,12,8,NaN,NaN,10.1,NaN
5821,1990,12,9,NaN,NaN,NaN,NaN
5822,1990,12,10,NaN,NaN,NaN,NaN
5823,1990,12,11,NaN,NaN,10.2,NaN
5824,1990,12,12,NaN,NaN,9.7,NaN
5825,1990,12,13,NaN,NaN,9.9,NaN
5826,1990,12,14,NaN,NaN,9.5,NaN
5827,1990,12,15,NaN,NaN,NaN,NaN
5828,1990,12,16,NaN,NaN,NaN,NaN
5829,1990,12,17,NaN,NaN,10.0,NaN
5830,1990,12,18,NaN,NaN,NaN,NaN
5831,1990,12,19,NaN,NaN,9.2,NaN
5832,1990,12,20,NaN,NaN,7.9,NaN
5833,1990,12,21,NaN,NaN,NaN,NaN
5834,1990,12,22,NaN,NaN,NaN,NaN
5835,1990,12,23,NaN,NaN,NaN,NaN
5836,1990,12,24,NaN,NaN,NaN,NaN
5837,1990,12,25,NaN,NaN,NaN,NaN
5838,1990,12,26,NaN,NaN,NaN,NaN
5839,1990,12,27,NaN,NaN,8.4,NaN
5840,1990,12,28,NaN,NaN,NaN,NaN
5841,1990,12,29,NaN,NaN,NaN,NaN
5842,1990,12,30,NaN,NaN,NaN,NaN
5843,1990,12,31,NaN,NaN,NaN,NaN
5844,1991,1,1,NaN,NaN,NaN,NaN
5845,1991,1,2,NaN,NaN,NaN,NaN
5846,1991,1,3,NaN,NaN,8.3,NaN
5847,1991,1,4,NaN,NaN,NaN,NaN
5848,1991,1,5,NaN,NaN,NaN,NaN
5849,1991,1,6,NaN,NaN,NaN,NaN
5850,1991,1,7,NaN,NaN,NaN,NaN
5851,1991,1,8,NaN,NaN,NaN,NaN
5852,1991,1,9,NaN,NaN,NaN,NaN
5853,1991,1,10,NaN,NaN,9.3,NaN
5854,1991,1,11,NaN,NaN,9.4,NaN
5855,1991,1,12,NaN,NaN,NaN,NaN
5856,1991,1,13,NaN,NaN,10.3,NaN
5857,1991,1,14,NaN,NaN,10.5,NaN
5858,1991,1,15,NaN,NaN,NaN,NaN
5859,1991,1,16,NaN,NaN,10.5,NaN
5860,1991,1,17,NaN,NaN,10.4,NaN
5861,1991,1,18,NaN,NaN,10.0,NaN
5862,1991,1,19,NaN,NaN,NaN,NaN
5863,1991,1,20,NaN,NaN,NaN,NaN
5864,1991,1,21,NaN,NaN,9.2,NaN
5865,1991,1,22,NaN,NaN,9.9,NaN
5866,1991,1,23,NaN,NaN,9.9,NaN
5867,1991,1,24,NaN,NaN,9.7,NaN
5868,1991,1,25,NaN,NaN,8.9,NaN
5869,1991,1,26,NaN,NaN,9.2,NaN
5870,1991,1,27,NaN,NaN,8.7,NaN
5871,1991,1,28,NaN,NaN,9.3,NaN
5872,1991,1,29,NaN,NaN,9.0,NaN
5873,1991,1,30,NaN,NaN,9.5,NaN
5874,1991,1,31,NaN,NaN,9.0,NaN
5875,1991,2,1,NaN,NaN,9.1,NaN
5876,1991,2,2,NaN,NaN,9.9,NaN
5877,1991,2,3,NaN,NaN,10.1,NaN
5878,1991,2,4,NaN,NaN,10.5,NaN
5879,1991,2,5,NaN,NaN,10.9,NaN
5880,1991,2,6,NaN,NaN,11.1,NaN
5881,1991,2,7,NaN,NaN,10.3,NaN
5882,1991,2,8,NaN,NaN,10.2,NaN
5883,1991,2,9,NaN,NaN,9.8,NaN
5884,1991,2,10,NaN,NaN,10.6,NaN
5885,1991,2,11,NaN,NaN,11.2,NaN
5886,1991,2,12,NaN,NaN,11.0,NaN
5887,1991,2,13,NaN,NaN,11.5,NaN
5888,1991,2,14,NaN,NaN,11.0,NaN
5889,1991,2,15,NaN,NaN,10.8,NaN
5890,1991,2,16,NaN,NaN,10.5,NaN
5891,1991,2,17,NaN,NaN,10.8,NaN
5892,1991,2,18,NaN,NaN,11.1,NaN
5893,1991,2,19,NaN,NaN,12.0,NaN
5894,1991,2,20,NaN,NaN,11.0,NaN
5895,1991,2,21,NaN,NaN,10.6,NaN
5896,1991,2,22,NaN,NaN,10.1,NaN
5897,1991,2,23,NaN,NaN,9.9,NaN
5898,1991,2,24,NaN,NaN,9.8,NaN
5899,1991,2,25,NaN,NaN,12.2,NaN
5900,1991,2,26,NaN,NaN,10.4,NaN
5901,1991,2,27,NaN,NaN,11.0,NaN
5902,1991,2,28,NaN,NaN,10.5,NaN
5903,1991,3,1,NaN,NaN,NaN,NaN
5904,1991,3,2,NaN,NaN,11.0,NaN
5905,1991,3,3,NaN,NaN,11.2,NaN
5906,1991,3,4,NaN,NaN,NaN,NaN
5907,1991,3,5,NaN,NaN,10.8,NaN
5908,1991,3,6,NaN,NaN,NaN,NaN
5909,1991,3,7,NaN,NaN,11.2,NaN
5910,1991,3,8,NaN,NaN,10.9,NaN
5911,1991,3,9,NaN,NaN,10.5,NaN
5912,1991,3,10,NaN,NaN,10.1,NaN
5913,1991,3,11,NaN,NaN,10.4,NaN
5914,1991,3,12,NaN,NaN,10.3,NaN
5915,1991,3,13,NaN,NaN,11.3,NaN
5916,1991,3,14,NaN,NaN,9.8,NaN
5917,1991,3,15,NaN,NaN,9.8,NaN
5918,1991,3,16,NaN,NaN,9.9,NaN
5919,1991,3,17,NaN,NaN,9.9,NaN
5920,1991,3,18,NaN,NaN,NaN,NaN
5921,1991,3,19,NaN,NaN,9.8,NaN
5922,1991,3,20,NaN,NaN,10.8,NaN
5923,1991,3,21,NaN,NaN,10.1,NaN
5924,1991,3,22,NaN,NaN,10.0,NaN
5925,1991,3,23,NaN,NaN,9.9,NaN
5926,1991,3,24,NaN,NaN,9.9,NaN
5927,1991,3,25,NaN,NaN,10.6,NaN
5928,1991,3,26,NaN,NaN,10.5,NaN
5929,1991,3,27,NaN,NaN,10.6,NaN
5930,1991,3,28,NaN,NaN,10.7,NaN
5931,1991,3,29,NaN,NaN,10.5,NaN
5932,1991,3,30,NaN,NaN,9.9,NaN
5933,1991,3,31,NaN,NaN,10.0,NaN
5934,1991,4,1,NaN,NaN,11.3,NaN
5935,1991,4,2,NaN,NaN,10.4,NaN
5936,1991,4,3,NaN,NaN,11.4,NaN
5937,1991,4,4,NaN,NaN,11.6,NaN
5938,1991,4,5,NaN,NaN,NaN,NaN
5939,1991,4,6,NaN,NaN,10.9,NaN
5940,1991,4,7,NaN,NaN,12.2,NaN
5941,1991,4,8,NaN,NaN,11.3,NaN
5942,1991,4,9,NaN,NaN,11.0,NaN
5943,1991,4,10,NaN,NaN,10.6,NaN
5944,1991,4,11,NaN,NaN,9.1,NaN
5945,1991,4,12,NaN,NaN,9.0,NaN
5946,1991,4,13,NaN,NaN,9.5,NaN
5947,1991,4,14,NaN,NaN,9.5,NaN
5948,1991,4,15,NaN,NaN,10.1,NaN
5949,1991,4,16,NaN,NaN,8.9,NaN
5950,1991,4,17,NaN,NaN,10.6,NaN
5951,1991,4,18,NaN,NaN,10.0,NaN
5952,1991,4,19,NaN,NaN,9.9,NaN
5953,1991,4,20,NaN,NaN,10.0,NaN
5954,1991,4,21,NaN,NaN,9.4,NaN
5955,1991,4,22,NaN,NaN,10.3,NaN
5956,1991,4,23,NaN,NaN,9.7,NaN
5957,1991,4,24,NaN,NaN,11.3,NaN
5958,1991,4,25,NaN,NaN,10.9,NaN
5959,1991,4,26,NaN,NaN,NaN,NaN
5960,1991,4,27,NaN,NaN,10.3,NaN
5961,1991,4,28,NaN,NaN,9.7,NaN
5962,1991,4,29,NaN,NaN,10.3,NaN
5963,1991,4,30,NaN,NaN,9.2,NaN
5964,1991,5,1,NaN,NaN,NaN,NaN
5965,1991,5,2,NaN,NaN,10.1,NaN
5966,1991,5,3,NaN,NaN,9.5,NaN
5967,1991,5,4,NaN,NaN,9.5,NaN
5968,1991,5,5,NaN,NaN,10.2,NaN
5969,1991,5,6,NaN,NaN,NaN,NaN
5970,1991,5,7,NaN,NaN,10.9,NaN
5971,1991,5,8,NaN,NaN,12.6,NaN
5972,1991,5,9,NaN,NaN,NaN,NaN
5973,1991,5,10,NaN,NaN,10.4,NaN
5974,1991,5,11,NaN,NaN,8.5,NaN
5975,1991,5,12,NaN,NaN,NaN,NaN
5976,1991,5,13,NaN,NaN,9.6,NaN
5977,1991,5,14,NaN,NaN,9.4,NaN
5978,1991,5,15,NaN,NaN,11.4,NaN
5979,1991,5,16,NaN,NaN,10.0,NaN
5980,1991,5,17,NaN,NaN,10.5,NaN
5981,1991,5,18,NaN,NaN,NaN,NaN
5982,1991,5,19,NaN,NaN,NaN,NaN
5983,1991,5,20,NaN,NaN,NaN,NaN
5984,1991,5,21,NaN,NaN,9.6,NaN
5985,1991,5,22,NaN,NaN,11.6,NaN
5986,1991,5,23,NaN,NaN,8.8,NaN
5987,1991,5,24,NaN,NaN,11.0,NaN
5988,1991,5,25,NaN,NaN,10.1,NaN
5989,1991,5,26,NaN,NaN,NaN,NaN
5990,1991,5,27,NaN,NaN,14.2,NaN
5991,1991,5,28,NaN,NaN,9.4,NaN
5992,1991,5,29,NaN,NaN,NaN,NaN
5993,1991,5,30,NaN,NaN,10.1,NaN
5994,1991,5,31,NaN,NaN,10.3,NaN
5995,1991,6,1,NaN,NaN,NaN,NaN
5996,1991,6,2,NaN,NaN,NaN,NaN
5997,1991,6,3,NaN,NaN,9.0,NaN
5998,1991,6,4,NaN,NaN,9.5,NaN
5999,1991,6,5,NaN,NaN,8.6,NaN
6000,1991,6,6,NaN,NaN,9.2,NaN
6001,1991,6,7,NaN,NaN,9.1,NaN
6002,1991,6,8,NaN,NaN,NaN,NaN
6003,1991,6,9,NaN,NaN,NaN,NaN
6004,1991,6,10,NaN,NaN,9.1,NaN
6005,1991,6,11,NaN,NaN,NaN,NaN
6006,1991,6,12,NaN,NaN,9.2,NaN
