,YEAR,MONTH,DAY,TIME_PST,FLAG_DAY_TIME,SURF_TEMP_C,FLAG_TEMP
2673,1980,4,28,NaN,NaN,10.3,NaN
2674,1980,4,29,NaN,NaN,9.0,NaN
2675,1980,4,30,NaN,NaN,9.0,NaN
2676,1980,5,1,NaN,NaN,8.5,NaN
2677,1980,5,2,NaN,NaN,NaN,NaN
2678,1980,5,3,NaN,NaN,9.3,NaN
2679,1980,5,4,NaN,NaN,10.9,NaN
2680,1980,5,5,NaN,NaN,10.0,NaN
2681,1980,5,6,NaN,NaN,NaN,NaN
2682,1980,5,7,NaN,NaN,9.8,NaN
2683,1980,5,8,NaN,NaN,9.0,NaN
2684,1980,5,9,NaN,NaN,9.5,NaN
2685,1980,5,10,NaN,NaN,10.0,NaN
2686,1980,5,11,NaN,NaN,9.0,NaN
2687,1980,5,12,NaN,NaN,9.5,NaN
2688,1980,5,13,NaN,NaN,NaN,NaN
2689,1980,5,14,NaN,NaN,9.0,NaN
2690,1980,5,15,NaN,NaN,8.5,NaN
2691,1980,5,16,NaN,NaN,10.2,NaN
2692,1980,5,17,NaN,NaN,10.5,NaN
2693,1980,5,18,NaN,NaN,10.4,NaN
2694,1980,5,19,NaN,NaN,9.8,NaN
2695,1980,5,20,NaN,NaN,9.5,NaN
2696,1980,5,21,NaN,NaN,9.2,NaN
2697,1980,5,22,NaN,NaN,NaN,NaN
2698,1980,5,23,NaN,NaN,8.5,NaN
2699,1980,5,24,NaN,NaN,10.0,NaN
2700,1980,5,25,NaN,NaN,9.5,NaN
2701,1980,5,26,NaN,NaN,NaN,NaN
2702,1980,5,27,NaN,NaN,NaN,NaN
2703,1980,5,28,NaN,NaN,9.0,NaN
2704,1980,5,29,NaN,NaN,8.8,NaN
2705,1980,5,30,NaN,NaN,NaN,NaN
2706,1980,5,31,NaN,NaN,10.0,NaN
2707,1980,6,1,NaN,NaN,9.7,NaN
2708,1980,6,2,NaN,NaN,9.0,NaN
2709,1980,6,3,NaN,NaN,8.8,NaN
2710,1980,6,4,NaN,NaN,10.0,NaN
2711,1980,6,5,NaN,NaN,9.7,NaN
2712,1980,6,6,NaN,NaN,10.0,NaN
2713,1980,6,7,NaN,NaN,13.7,NaN
2714,1980,6,8,NaN,NaN,13.6,NaN
2715,1980,6,9,NaN,NaN,12.0,NaN
2716,1980,6,10,NaN,NaN,11.0,NaN
2717,1980,6,11,NaN,NaN,11.0,NaN
2718,1980,6,12,NaN,NaN,NaN,NaN
2719,1980,6,13,NaN,NaN,NaN,NaN
2720,1980,6,14,NaN,NaN,NaN,NaN
2721,1980,6,15,NaN,NaN,NaN,NaN
2722,1980,6,16,NaN,NaN,NaN,NaN
2723,1980,6,17,NaN,NaN,9.8,NaN
2724,1980,6,18,NaN,NaN,NaN,NaN
2725,1980,6,19,NaN,NaN,9.8,NaN
2726,1980,6,20,NaN,NaN,10.0,NaN
2727,1980,6,21,NaN,NaN,NaN,NaN
2728,1980,6,22,NaN,NaN,NaN,NaN
2729,1980,6,23,NaN,NaN,14.5,NaN
2730,1980,6,24,NaN,NaN,NaN,NaN
2731,1980,6,25,NaN,NaN,13.5,NaN
2732,1980,6,26,NaN,NaN,14.0,NaN
2733,1980,6,27,NaN,NaN,13.0,NaN
2734,1980,6,28,NaN,NaN,NaN,NaN
2735,1980,6,29,NaN,NaN,NaN,NaN
2736,1980,6,30,NaN,NaN,10.5,NaN
2737,1980,7,1,NaN,NaN,11.0,NaN
2738,1980,7,2,NaN,NaN,12.0,NaN
2739,1980,7,3,NaN,NaN,13.0,NaN
2740,1980,7,4,NaN,NaN,NaN,NaN
2741,1980,7,5,NaN,NaN,NaN,NaN
2742,1980,7,6,NaN,NaN,NaN,NaN
2743,1980,7,7,NaN,NaN,12.0,NaN
2744,1980,7,8,NaN,NaN,NaN,NaN
2745,1980,7,9,NaN,NaN,14.0,NaN
2746,1980,7,10,NaN,NaN,NaN,NaN
2747,1980,7,11,NaN,NaN,13.0,NaN
2748,1980,7,12,NaN,NaN,NaN,NaN
2749,1980,7,13,NaN,NaN,NaN,NaN
2750,1980,7,14,NaN,NaN,NaN,NaN
2751,1980,7,15,NaN,NaN,NaN,NaN
2752,1980,7,16,NaN,NaN,NaN,NaN
2753,1980,7,17,NaN,NaN,NaN,NaN
2754,1980,7,18,NaN,NaN,NaN,NaN
2755,1980,7,19,NaN,NaN,NaN,NaN
2756,1980,7,20,NaN,NaN,NaN,NaN
2757,1980,7,21,NaN,NaN,NaN,NaN
2758,1980,7,22,NaN,NaN,13.5,NaN
2759,1980,7,23,NaN,NaN,NaN,NaN
2760,1980,7,24,NaN,NaN,NaN,NaN
2761,1980,7,25,NaN,NaN,NaN,NaN
2762,1980,7,26,NaN,NaN,NaN,NaN
2763,1980,7,27,NaN,NaN,NaN,NaN
2764,1980,7,28,NaN,NaN,NaN,NaN
2765,1980,7,29,NaN,NaN,14.0,NaN
2766,1980,7,30,NaN,NaN,12.0,NaN
2767,1980,7,31,NaN,NaN,NaN,NaN
2768,1980,8,1,NaN,NaN,NaN,NaN
2769,1980,8,2,NaN,NaN,NaN,NaN
2770,1980,8,3,NaN,NaN,NaN,NaN
2771,1980,8,4,NaN,NaN,12.0,NaN
2772,1980,8,5,NaN,NaN,NaN,NaN
2773,1980,8,6,NaN,NaN,NaN,NaN
2774,1980,8,7,NaN,NaN,NaN,NaN
2775,1980,8,8,NaN,NaN,12.5,NaN
2776,1980,8,9,NaN,NaN,NaN,NaN
2777,1980,8,10,NaN,NaN,NaN,NaN
2778,1980,8,11,NaN,NaN,NaN,NaN
2779,1980,8,12,NaN,NaN,10.0,NaN
2780,1980,8,13,NaN,NaN,NaN,NaN
2781,1980,8,14,NaN,NaN,NaN,NaN
2782,1980,8,15,NaN,NaN,11.0,NaN
2783,1980,8,16,NaN,NaN,NaN,NaN
2784,1980,8,17,NaN,NaN,NaN,NaN
2785,1980,8,18,NaN,NaN,10.0,NaN
2786,1980,8,19,NaN,NaN,NaN,NaN
2787,1980,8,20,NaN,NaN,NaN,NaN
2788,1980,8,21,NaN,NaN,NaN,NaN
2789,1980,8,22,NaN,NaN,11.5,NaN
2790,1980,8,23,NaN,NaN,NaN,NaN
2791,1980,8,24,NaN,NaN,NaN,NaN
2792,1980,8,25,NaN,NaN,NaN,NaN
2793,1980,8,26,NaN,NaN,NaN,NaN
2794,1980,8,27,NaN,NaN,NaN,NaN
2795,1980,8,28,NaN,NaN,NaN,NaN
2796,1980,8,29,NaN,NaN,NaN,NaN
2797,1980,8,30,NaN,NaN,NaN,NaN
2798,1980,8,31,NaN,NaN,NaN,NaN
2799,1980,9,1,NaN,NaN,NaN,NaN
2800,1980,9,2,NaN,NaN,NaN,NaN
2801,1980,9,3,NaN,NaN,NaN,NaN
2802,1980,9,4,NaN,NaN,NaN,NaN
2803,1980,9,5,NaN,NaN,NaN,NaN
2804,1980,9,6,NaN,NaN,NaN,NaN
2805,1980,9,7,NaN,NaN,NaN,NaN
2806,1980,9,8,NaN,NaN,NaN,NaN
2807,1980,9,9,NaN,NaN,NaN,NaN
2808,1980,9,10,NaN,NaN,NaN,NaN
2809,1980,9,11,NaN,NaN,13.3,NaN
2810,1980,9,12,NaN,NaN,NaN,NaN
2811,1980,9,13,NaN,NaN,NaN,NaN
2812,1980,9,14,NaN,NaN,NaN,NaN
2813,1980,9,15,NaN,NaN,NaN,NaN
2814,1980,9,16,NaN,NaN,NaN,NaN
2815,1980,9,17,NaN,NaN,NaN,NaN
2816,1980,9,18,NaN,NaN,NaN,NaN
2817,1980,9,19,NaN,NaN,NaN,NaN
2818,1980,9,20,NaN,NaN,NaN,NaN
2819,1980,9,21,NaN,NaN,NaN,NaN
2820,1980,9,22,NaN,NaN,NaN,NaN
2821,1980,9,23,NaN,NaN,NaN,NaN
2822,1980,9,24,NaN,NaN,NaN,NaN
2823,1980,9,25,NaN,NaN,13.2,NaN
2824,1980,9,26,NaN,NaN,13.2,NaN
2825,1980,9,27,NaN,NaN,NaN,NaN
2826,1980,9,28,NaN,NaN,NaN,NaN
2827,1980,9,29,NaN,NaN,12.8,NaN
2828,1980,9,30,NaN,NaN,NaN,NaN
2829,1980,10,1,NaN,NaN,11.6,NaN
2830,1980,10,2,NaN,NaN,12.0,NaN
2831,1980,10,3,NaN,NaN,13.0,NaN
2832,1980,10,4,NaN,NaN,13.4,NaN
2833,1980,10,5,NaN,NaN,12.5,NaN
2834,1980,10,6,NaN,NaN,12.7,NaN
2835,1980,10,7,NaN,NaN,12.9,NaN
2836,1980,10,8,NaN,NaN,12.0,NaN
2837,1980,10,9,NaN,NaN,11.9,NaN
2838,1980,10,10,NaN,NaN,11.9,NaN
2839,1980,10,11,NaN,NaN,11.7,NaN
2840,1980,10,12,NaN,NaN,NaN,NaN
2841,1980,10,13,NaN,NaN,12.0,NaN
2842,1980,10,14,NaN,NaN,13.2,NaN
2843,1980,10,15,NaN,NaN,12.0,NaN
2844,1980,10,16,NaN,NaN,11.8,NaN
2845,1980,10,17,NaN,NaN,10.9,NaN
2846,1980,10,18,NaN,NaN,10.9,NaN
2847,1980,10,19,NaN,NaN,11.3,NaN
2848,1980,10,20,NaN,NaN,11.0,NaN
2849,1980,10,21,NaN,NaN,11.1,NaN
2850,1980,10,22,NaN,NaN,11.0,NaN
2851,1980,10,23,NaN,NaN,10.9,NaN
2852,1980,10,24,NaN,NaN,11.0,NaN
2853,1980,10,25,NaN,NaN,11.0,NaN
2854,1980,10,26,NaN,NaN,11.2,NaN
2855,1980,10,27,NaN,NaN,11.6,NaN
2856,1980,10,28,NaN,NaN,11.2,NaN
2857,1980,10,29,NaN,NaN,11.0,NaN
2858,1980,10,30,NaN,NaN,11.2,NaN
2859,1980,10,31,NaN,NaN,11.5,NaN
2860,1980,11,1,NaN,NaN,11.1,NaN
2861,1980,11,2,NaN,NaN,11.0,NaN
2862,1980,11,3,NaN,NaN,11.2,NaN
2863,1980,11,4,NaN,NaN,NaN,NaN
2864,1980,11,5,NaN,NaN,11.8,NaN
2865,1980,11,6,NaN,NaN,12.0,NaN
2866,1980,11,7,NaN,NaN,12.3,NaN
2867,1980,11,8,NaN,NaN,13.1,NaN
2868,1980,11,9,NaN,NaN,13.0,NaN
2869,1980,11,10,NaN,NaN,12.4,NaN
2870,1980,11,11,NaN,NaN,12.2,NaN
2871,1980,11,12,NaN,NaN,11.8,NaN
2872,1980,11,13,NaN,NaN,11.8,NaN
2873,1980,11,14,NaN,NaN,11.7,NaN
2874,1980,11,15,NaN,NaN,11.5,NaN
2875,1980,11,16,NaN,NaN,11.1,NaN
2876,1980,11,17,NaN,NaN,10.7,NaN
2877,1980,11,18,NaN,NaN,10.9,NaN
2878,1980,11,19,NaN,NaN,11.0,NaN
2879,1980,11,20,NaN,NaN,11.0,NaN
2880,1980,11,21,NaN,NaN,10.8,NaN
2881,1980,11,22,NaN,NaN,11.0,NaN
2882,1980,11,23,NaN,NaN,11.1,NaN
2883,1980,11,24,NaN,NaN,10.6,NaN
2884,1980,11,25,NaN,NaN,10.5,NaN
2885,1980,11,26,NaN,NaN,NaN,NaN
2886,1980,11,27,NaN,NaN,NaN,NaN
2887,1980,11,28,NaN,NaN,NaN,NaN
2888,1980,11,29,NaN,NaN,NaN,NaN
2889,1980,11,30,NaN,NaN,9.8,NaN
2890,1980,12,1,NaN,NaN,9.9,NaN
2891,1980,12,2,NaN,NaN,10.8,NaN
2892,1980,12,3,NaN,NaN,11.6,NaN
2893,1980,12,4,NaN,NaN,NaN,NaN
2894,1980,12,5,NaN,NaN,11.0,NaN
2895,1980,12,6,NaN,NaN,11.4,NaN
2896,1980,12,7,NaN,NaN,NaN,NaN
2897,1980,12,8,NaN,NaN,11.7,NaN
2898,1980,12,9,NaN,NaN,11.3,NaN
2899,1980,12,10,NaN,NaN,10.5,NaN
2900,1980,12,11,NaN,NaN,10.8,NaN
2901,1980,12,12,NaN,NaN,NaN,NaN
2902,1980,12,13,NaN,NaN,10.8,NaN
2903,1980,12,14,NaN,NaN,11.1,NaN
2904,1980,12,15,NaN,NaN,10.8,NaN
2905,1980,12,16,NaN,NaN,NaN,NaN
2906,1980,12,17,NaN,NaN,11.1,NaN
2907,1980,12,18,NaN,NaN,11.1,NaN
2908,1980,12,19,NaN,NaN,NaN,NaN
2909,1980,12,20,NaN,NaN,11.8,NaN
2910,1980,12,21,NaN,NaN,NaN,NaN
2911,1980,12,22,NaN,NaN,NaN,NaN
2912,1980,12,23,NaN,NaN,NaN,NaN
2913,1980,12,24,NaN,NaN,NaN,NaN
2914,1980,12,25,NaN,NaN,NaN,NaN
2915,1980,12,26,NaN,NaN,NaN,NaN
2916,1980,12,27,NaN,NaN,NaN,NaN
2917,1980,12,28,NaN,NaN,NaN,NaN
2918,1980,12,29,NaN,NaN,NaN,NaN
2919,1980,12,30,NaN,NaN,NaN,NaN
2920,1980,12,31,NaN,NaN,NaN,NaN
2921,1981,1,1,NaN,NaN,NaN,NaN
2922,1981,1,2,NaN,NaN,NaN,NaN
2923,1981,1,3,NaN,NaN,NaN,NaN
2924,1981,1,4,NaN,NaN,NaN,NaN
2925,1981,1,5,NaN,NaN,12.3,NaN
2926,1981,1,6,NaN,NaN,12.4,NaN
2927,1981,1,7,NaN,NaN,12.4,NaN
2928,1981,1,8,NaN,NaN,12.0,NaN
2929,1981,1,9,NaN,NaN,12.2,NaN
2930,1981,1,10,NaN,NaN,NaN,NaN
2931,1981,1,11,NaN,NaN,12.7,NaN
2932,1981,1,12,NaN,NaN,12.3,NaN
2933,1981,1,13,NaN,NaN,12.5,NaN
2934,1981,1,14,NaN,NaN,12.0,NaN
2935,1981,1,15,NaN,NaN,12.1,NaN
2936,1981,1,16,NaN,NaN,11.8,NaN
2937,1981,1,17,NaN,NaN,14.0,NaN
2938,1981,1,18,NaN,NaN,12.7,NaN
2939,1981,1,19,NaN,NaN,12.8,NaN
2940,1981,1,20,NaN,NaN,13.2,NaN
2941,1981,1,21,NaN,NaN,13.8,NaN
2942,1981,1,22,NaN,NaN,13.9,NaN
2943,1981,1,23,NaN,NaN,NaN,NaN
2944,1981,1,24,NaN,NaN,14.0,NaN
2945,1981,1,25,NaN,NaN,12.6,NaN
2946,1981,1,26,NaN,NaN,12.3,NaN
2947,1981,1,27,NaN,NaN,12.3,NaN
2948,1981,1,28,NaN,NaN,12.8,NaN
2949,1981,1,29,NaN,NaN,12.9,NaN
2950,1981,1,30,NaN,NaN,11.3,NaN
2951,1981,1,31,NaN,NaN,11.4,NaN
2952,1981,2,1,NaN,NaN,11.6,NaN
2953,1981,2,2,NaN,NaN,12.1,NaN
2954,1981,2,3,NaN,NaN,11.0,NaN
2955,1981,2,4,NaN,NaN,11.8,NaN
2956,1981,2,5,NaN,NaN,12.4,NaN
2957,1981,2,6,NaN,NaN,11.9,NaN
2958,1981,2,7,NaN,NaN,12.2,NaN
2959,1981,2,8,NaN,NaN,12.1,NaN
2960,1981,2,9,NaN,NaN,11.8,NaN
2961,1981,2,10,NaN,NaN,11.2,NaN
2962,1981,2,11,NaN,NaN,11.6,NaN
2963,1981,2,12,NaN,NaN,11.9,NaN
2964,1981,2,13,NaN,NaN,12.3,NaN
2965,1981,2,14,NaN,NaN,12.9,NaN
2966,1981,2,15,NaN,NaN,12.4,NaN
2967,1981,2,16,NaN,NaN,12.4,NaN
2968,1981,2,17,NaN,NaN,12.0,NaN
2969,1981,2,18,NaN,NaN,12.4,NaN
2970,1981,2,19,NaN,NaN,13.0,NaN
2971,1981,2,20,NaN,NaN,NaN,NaN
2972,1981,2,21,NaN,NaN,14.2,NaN
2973,1981,2,22,NaN,NaN,12.8,NaN
2974,1981,2,23,NaN,NaN,12.2,NaN
2975,1981,2,24,NaN,NaN,11.2,NaN
2976,1981,2,25,NaN,NaN,NaN,NaN
2977,1981,2,26,NaN,NaN,NaN,NaN
2978,1981,2,27,NaN,NaN,10.8,NaN
2979,1981,2,28,NaN,NaN,11.6,NaN
2980,1981,3,1,NaN,NaN,11.7,NaN
2981,1981,3,2,NaN,NaN,11.3,NaN
2982,1981,3,3,NaN,NaN,11.5,NaN
2983,1981,3,4,NaN,NaN,11.4,NaN
2984,1981,3,5,NaN,NaN,NaN,NaN
2985,1981,3,6,NaN,NaN,NaN,NaN
2986,1981,3,7,NaN,NaN,11.1,NaN
2987,1981,3,8,NaN,NaN,11.0,NaN
2988,1981,3,9,NaN,NaN,11.8,NaN
2989,1981,3,10,NaN,NaN,11.6,NaN
2990,1981,3,11,NaN,NaN,10.8,NaN
2991,1981,3,12,NaN,NaN,11.1,NaN
2992,1981,3,13,NaN,NaN,10.8,NaN
2993,1981,3,14,NaN,NaN,10.9,NaN
2994,1981,3,15,NaN,NaN,11.1,NaN
2995,1981,3,16,NaN,NaN,11.2,NaN
2996,1981,3,17,NaN,NaN,11.6,NaN
2997,1981,3,18,NaN,NaN,11.1,NaN
2998,1981,3,19,NaN,NaN,10.8,NaN
2999,1981,3,20,NaN,NaN,10.7,NaN
3000,1981,3,21,NaN,NaN,NaN,NaN
3001,1981,3,22,NaN,NaN,NaN,NaN
3002,1981,3,23,NaN,NaN,11.0,NaN
3003,1981,3,24,NaN,NaN,11.5,NaN
3004,1981,3,25,NaN,NaN,NaN,NaN
3005,1981,3,26,NaN,NaN,NaN,NaN
3006,1981,3,27,NaN,NaN,NaN,NaN
3007,1981,3,28,NaN,NaN,NaN,NaN
3008,1981,3,29,NaN,NaN,NaN,NaN
3009,1981,3,30,NaN,NaN,NaN,NaN
3010,1981,3,31,NaN,NaN,NaN,NaN
3011,1981,4,1,NaN,NaN,NaN,NaN
3012,1981,4,2,NaN,NaN,NaN,NaN
3013,1981,4,3,NaN,NaN,NaN,NaN
3014,1981,4,4,NaN,NaN,10.2,NaN
3015,1981,4,5,NaN,NaN,10.8,NaN
3016,1981,4,6,NaN,NaN,8.6,NaN
3017,1981,4,7,NaN,NaN,NaN,NaN
3018,1981,4,8,NaN,NaN,8.5,NaN
3019,1981,4,9,NaN,NaN,9.3,NaN
3020,1981,4,10,NaN,NaN,8.4,NaN
3021,1981,4,11,NaN,NaN,8.3,NaN
3022,1981,4,12,NaN,NaN,9.3,NaN
3023,1981,4,13,NaN,NaN,8.5,NaN
3024,1981,4,14,NaN,NaN,NaN,NaN
3025,1981,4,15,NaN,NaN,9.8,NaN
3026,1981,4,16,NaN,NaN,11.1,NaN
3027,1981,4,17,NaN,NaN,10.2,NaN
3028,1981,4,18,NaN,NaN,NaN,NaN
3029,1981,4,19,NaN,NaN,10.0,NaN
3030,1981,4,20,NaN,NaN,9.7,NaN
3031,1981,4,21,NaN,NaN,NaN,NaN
3032,1981,4,22,NaN,NaN,9.7,NaN
3033,1981,4,23,NaN,NaN,9.6,NaN
3034,1981,4,24,NaN,NaN,10.2,NaN
3035,1981,4,25,NaN,NaN,9.3,NaN
3036,1981,4,26,NaN,NaN,9.1,NaN
3037,1981,4,27,NaN,NaN,8.8,NaN
3038,1981,4,28,NaN,NaN,NaN,NaN
3039,1981,4,29,NaN,NaN,9.6,NaN
3040,1981,4,30,NaN,NaN,10.2,NaN
3041,1981,5,1,NaN,NaN,9.5,NaN
3042,1981,5,2,NaN,NaN,9.5,NaN
3043,1981,5,3,NaN,NaN,9.5,NaN
3044,1981,5,4,NaN,NaN,9.3,NaN
3045,1981,5,5,NaN,NaN,NaN,NaN
3046,1981,5,6,NaN,NaN,8.5,NaN
3047,1981,5,7,NaN,NaN,9.0,NaN
3048,1981,5,8,NaN,NaN,8.7,NaN
3049,1981,5,9,NaN,NaN,9.5,NaN
3050,1981,5,10,NaN,NaN,9.2,NaN
3051,1981,5,11,NaN,NaN,9.0,NaN
3052,1981,5,12,NaN,NaN,NaN,NaN
3053,1981,5,13,NaN,NaN,8.1,NaN
3054,1981,5,14,NaN,NaN,8.2,NaN
3055,1981,5,15,NaN,NaN,8.5,NaN
3056,1981,5,16,NaN,NaN,8.1,NaN
3057,1981,5,17,NaN,NaN,9.0,NaN
3058,1981,5,18,NaN,NaN,9.7,NaN
3059,1981,5,19,NaN,NaN,NaN,NaN
3060,1981,5,20,NaN,NaN,10.0,NaN
3061,1981,5,21,NaN,NaN,9.1,NaN
3062,1981,5,22,NaN,NaN,8.7,NaN
3063,1981,5,23,NaN,NaN,NaN,NaN
3064,1981,5,24,NaN,NaN,11.2,NaN
3065,1981,5,25,NaN,NaN,11.9,NaN
3066,1981,5,26,NaN,NaN,NaN,NaN
3067,1981,5,27,NaN,NaN,9.5,NaN
3068,1981,5,28,NaN,NaN,10.0,NaN
3069,1981,5,29,NaN,NaN,11.9,NaN
3070,1981,5,30,NaN,NaN,10.4,NaN
3071,1981,5,31,NaN,NaN,9.0,NaN
3072,1981,6,1,NaN,NaN,9.3,NaN
3073,1981,6,2,NaN,NaN,NaN,NaN
3074,1981,6,3,NaN,NaN,10.4,NaN
3075,1981,6,4,NaN,NaN,9.8,NaN
3076,1981,6,5,NaN,NaN,8.7,NaN
3077,1981,6,6,NaN,NaN,9.8,NaN
3078,1981,6,7,NaN,NaN,10.1,NaN
3079,1981,6,8,NaN,NaN,10.5,NaN
3080,1981,6,9,NaN,NaN,12.1,NaN
3081,1981,6,10,NaN,NaN,12.1,NaN
3082,1981,6,11,NaN,NaN,12.8,NaN
3083,1981,6,12,NaN,NaN,11.6,NaN
3084,1981,6,13,NaN,NaN,NaN,NaN
3085,1981,6,14,NaN,NaN,NaN,NaN
3086,1981,6,15,NaN,NaN,NaN,NaN
3087,1981,6,16,NaN,NaN,11.0,NaN
3088,1981,6,17,NaN,NaN,10.0,NaN
3089,1981,6,18,NaN,NaN,NaN,NaN
3090,1981,6,19,NaN,NaN,NaN,NaN
3091,1981,6,20,NaN,NaN,NaN,NaN
3092,1981,6,21,NaN,NaN,NaN,NaN
3093,1981,6,22,NaN,NaN,9.0,NaN
3094,1981,6,23,NaN,NaN,NaN,NaN
3095,1981,6,24,NaN,NaN,9.4,NaN
3096,1981,6,25,NaN,NaN,9.4,NaN
3097,1981,6,26,NaN,NaN,NaN,NaN
3098,1981,6,27,NaN,NaN,NaN,NaN
3099,1981,6,28,NaN,NaN,NaN,NaN
3100,1981,6,29,NaN,NaN,9.0,NaN
3101,1981,6,30,NaN,NaN,10.5,NaN
3102,1981,7,1,NaN,NaN,NaN,NaN
3103,1981,7,2,NaN,NaN,NaN,NaN
3104,1981,7,3,NaN,NaN,NaN,NaN
3105,1981,7,4,NaN,NaN,NaN,NaN
3106,1981,7,5,NaN,NaN,NaN,NaN
3107,1981,7,6,NaN,NaN,NaN,NaN
3108,1981,7,7,NaN,NaN,NaN,NaN
3109,1981,7,8,NaN,NaN,NaN,NaN
3110,1981,7,9,NaN,NaN,NaN,NaN
3111,1981,7,10,NaN,NaN,NaN,NaN
3112,1981,7,11,NaN,NaN,NaN,NaN
3113,1981,7,12,NaN,NaN,NaN,NaN
3114,1981,7,13,NaN,NaN,NaN,NaN
3115,1981,7,14,NaN,NaN,NaN,NaN
3116,1981,7,15,NaN,NaN,NaN,NaN
3117,1981,7,16,NaN,NaN,NaN,NaN
3118,1981,7,17,NaN,NaN,NaN,NaN
3119,1981,7,18,NaN,NaN,NaN,NaN
3120,1981,7,19,NaN,NaN,NaN,NaN
3121,1981,7,20,NaN,NaN,NaN,NaN
3122,1981,7,21,NaN,NaN,NaN,NaN
3123,1981,7,22,NaN,NaN,NaN,NaN
3124,1981,7,23,NaN,NaN,NaN,NaN
3125,1981,7,24,NaN,NaN,NaN,NaN
3126,1981,7,25,NaN,NaN,NaN,NaN
3127,1981,7,26,NaN,NaN,NaN,NaN
3128,1981,7,27,NaN,NaN,NaN,NaN
3129,1981,7,28,NaN,NaN,NaN,NaN
3130,1981,7,29,NaN,NaN,NaN,NaN
3131,1981,7,30,NaN,NaN,NaN,NaN
3132,1981,7,31,NaN,NaN,NaN,NaN
3133,1981,8,1,NaN,NaN,NaN,NaN
3134,1981,8,2,NaN,NaN,NaN,NaN
3135,1981,8,3,NaN,NaN,NaN,NaN
3136,1981,8,4,NaN,NaN,NaN,NaN
3137,1981,8,5,NaN,NaN,NaN,NaN
3138,1981,8,6,NaN,NaN,NaN,NaN
3139,1981,8,7,NaN,NaN,NaN,NaN
3140,1981,8,8,NaN,NaN,NaN,NaN
3141,1981,8,9,NaN,NaN,NaN,NaN
3142,1981,8,10,NaN,NaN,NaN,NaN
3143,1981,8,11,NaN,NaN,NaN,NaN
3144,1981,8,12,NaN,NaN,NaN,NaN
3145,1981,8,13,NaN,NaN,NaN,NaN
3146,1981,8,14,NaN,NaN,NaN,NaN
3147,1981,8,15,NaN,NaN,NaN,NaN
3148,1981,8,16,NaN,NaN,NaN,NaN
3149,1981,8,17,NaN,NaN,NaN,NaN
3150,1981,8,18,NaN,NaN,NaN,NaN
3151,1981,8,19,NaN,NaN,NaN,NaN
3152,1981,8,20,NaN,NaN,NaN,NaN
3153,1981,8,21,NaN,NaN,NaN,NaN
3154,1981,8,22,NaN,NaN,NaN,NaN
3155,1981,8,23,NaN,NaN,NaN,NaN
3156,1981,8,24,NaN,NaN,NaN,NaN
3157,1981,8,25,NaN,NaN,NaN,NaN
3158,1981,8,26,NaN,NaN,NaN,NaN
3159,1981,8,27,NaN,NaN,11.6,NaN
3160,1981,8,28,NaN,NaN,NaN,NaN
3161,1981,8,29,NaN,NaN,NaN,NaN
3162,1981,8,30,NaN,NaN,NaN,NaN
3163,1981,8,31,NaN,NaN,NaN,NaN
3164,1981,9,1,NaN,NaN,NaN,NaN
3165,1981,9,2,NaN,NaN,NaN,NaN
3166,1981,9,3,NaN,NaN,NaN,NaN
3167,1981,9,4,NaN,NaN,NaN,NaN
3168,1981,9,5,NaN,NaN,NaN,NaN
3169,1981,9,6,NaN,NaN,NaN,NaN
3170,1981,9,7,NaN,NaN,NaN,NaN
3171,1981,9,8,NaN,NaN,NaN,NaN
3172,1981,9,9,NaN,NaN,NaN,NaN
3173,1981,9,10,NaN,NaN,NaN,NaN
3174,1981,9,11,NaN,NaN,NaN,NaN
3175,1981,9,12,NaN,NaN,NaN,NaN
3176,1981,9,13,NaN,NaN,NaN,NaN
3177,1981,9,14,NaN,NaN,NaN,NaN
3178,1981,9,15,NaN,NaN,NaN,NaN
3179,1981,9,16,NaN,NaN,NaN,NaN
3180,1981,9,17,NaN,NaN,NaN,NaN
3181,1981,9,18,NaN,NaN,NaN,NaN
3182,1981,9,19,NaN,NaN,NaN,NaN
3183,1981,9,20,NaN,NaN,NaN,NaN
3184,1981,9,21,NaN,NaN,11.3,NaN
3185,1981,9,22,NaN,NaN,NaN,NaN
3186,1981,9,23,NaN,NaN,NaN,NaN
3187,1981,9,24,NaN,NaN,NaN,NaN
3188,1981,9,25,NaN,NaN,10.3,NaN
3189,1981,9,26,NaN,NaN,NaN,NaN
3190,1981,9,27,NaN,NaN,NaN,NaN
3191,1981,9,28,NaN,NaN,NaN,NaN
3192,1981,9,29,NaN,NaN,NaN,NaN
3193,1981,9,30,NaN,NaN,11.4,NaN
3194,1981,10,1,NaN,NaN,NaN,NaN
3195,1981,10,2,NaN,NaN,14.1,NaN
3196,1981,10,3,NaN,NaN,NaN,NaN
3197,1981,10,4,NaN,NaN,NaN,NaN
3198,1981,10,5,NaN,NaN,13.0,NaN
3199,1981,10,6,NaN,NaN,12.2,NaN
3200,1981,10,7,NaN,NaN,13.0,NaN
3201,1981,10,8,NaN,NaN,14.9,NaN
3202,1981,10,9,NaN,NaN,14.5,NaN
3203,1981,10,10,NaN,NaN,14.4,NaN
3204,1981,10,11,NaN,NaN,13.9,NaN
3205,1981,10,12,NaN,NaN,12.2,NaN
3206,1981,10,13,NaN,NaN,11.8,NaN
3207,1981,10,14,NaN,NaN,12.0,NaN
3208,1981,10,15,NaN,NaN,14.0,NaN
