,DATE,SURF_TEMP_C,YEAR,MONTH,DAY
6394,6/8/1974,17,1974,6,8
6395,6/9/1974,17,1974,6,9
6396,6/10/1974,17.5,1974,6,10
6397,6/11/1974,17.5,1974,6,11
6398,6/12/1974,17,1974,6,12
6399,6/13/1974,17.5,1974,6,13
6400,6/14/1974,17.5,1974,6,14
6401,6/15/1974,17.5,1974,6,15
6402,6/16/1974,17.5,1974,6,16
6403,6/17/1974,17,1974,6,17
6404,6/18/1974,17,1974,6,18
6405,6/19/1974,17,1974,6,19
6406,6/20/1974,13.5,1974,6,20
6407,6/21/1974,13.5,1974,6,21
6408,6/22/1974,16,1974,6,22
6409,6/23/1974,15,1974,6,23
6410,6/24/1974,16.9,1974,6,24
6411,6/25/1974,16.9,1974,6,25
6412,6/26/1974,16.1,1974,6,26
6413,6/27/1974,16.3,1974,6,27
6414,6/28/1974,16.1,1974,6,28
6415,6/29/1974,16,1974,6,29
6416,6/30/1974,16.8,1974,6,30
6417,7/1/1974,16.6,1974,7,1
6418,7/2/1974,16.6,1974,7,2
6419,7/3/1974,16.1,1974,7,3
6420,7/4/1974,15.6,1974,7,4
6421,7/5/1974,15.4,1974,7,5
6422,7/6/1974,17.8,1974,7,6
6423,7/7/1974,17.8,1974,7,7
6424,7/8/1974,17,1974,7,8
6425,7/9/1974,17,1974,7,9
6426,7/10/1974,17,1974,7,10
6427,7/11/1974,16.6,1974,7,11
6428,7/12/1974,18.3,1974,7,12
6429,7/13/1974,18,1974,7,13
6430,7/14/1974,18,1974,7,14
6431,7/15/1974,18,1974,7,15
6432,7/16/1974,18.9,1974,7,16
6433,7/17/1974,19,1974,7,17
6434,7/18/1974,18.9,1974,7,18
6435,7/19/1974,19.1,1974,7,19
6436,7/20/1974,19,1974,7,20
6437,7/21/1974,NaN,1974,7,21
6438,7/22/1974,19,1974,7,22
6439,7/23/1974,19.4,1974,7,23
6440,7/24/1974,19,1974,7,24
6441,7/25/1974,19,1974,7,25
6442,7/26/1974,17.6,1974,7,26
6443,7/27/1974,16.4,1974,7,27
6444,7/28/1974,15,1974,7,28
6445,7/29/1974,15.4,1974,7,29
6446,7/30/1974,15.4,1974,7,30
6447,7/31/1974,15.3,1974,7,31
6448,8/1/1974,16.1,1974,8,1
6449,8/2/1974,21.1,1974,8,2
6450,8/3/1974,20.6,1974,8,3
6451,8/4/1974,19.2,1974,8,4
6452,8/5/1974,19,1974,8,5
6453,8/6/1974,19,1974,8,6
6454,8/7/1974,19,1974,8,7
6455,8/8/1974,19,1974,8,8
6456,8/9/1974,19,1974,8,9
6457,8/10/1974,18.9,1974,8,10
6458,8/11/1974,18.9,1974,8,11
6459,8/12/1974,19,1974,8,12
6460,8/13/1974,19,1974,8,13
6461,8/14/1974,16.7,1974,8,14
6462,8/15/1974,16.9,1974,8,15
6463,8/16/1974,17.8,1974,8,16
6464,8/17/1974,17,1974,8,17
6465,8/18/1974,18.8,1974,8,18
6466,8/19/1974,18.3,1974,8,19
6467,8/20/1974,18.5,1974,8,20
6468,8/21/1974,18,1974,8,21
6469,8/22/1974,18,1974,8,22
6470,8/23/1974,18,1974,8,23
6471,8/24/1974,18.3,1974,8,24
6472,8/25/1974,18.3,1974,8,25
6473,8/26/1974,18.3,1974,8,26
6474,8/27/1974,18.2,1974,8,27
6475,8/28/1974,17.9,1974,8,28
6476,8/29/1974,18.3,1974,8,29
6477,8/30/1974,18.1,1974,8,30
6478,8/31/1974,17.7,1974,8,31
6479,9/1/1974,18.1,1974,9,1
6480,9/2/1974,18.3,1974,9,2
6481,9/3/1974,18.3,1974,9,3
6482,9/4/1974,18,1974,9,4
6483,9/5/1974,18.3,1974,9,5
6484,9/6/1974,18,1974,9,6
6485,9/7/1974,18,1974,9,7
6486,9/8/1974,18.3,1974,9,8
6487,9/9/1974,NaN,1974,9,9
6488,9/10/1974,NaN,1974,9,10
6489,9/11/1974,NaN,1974,9,11
6490,9/12/1974,NaN,1974,9,12
6491,9/13/1974,NaN,1974,9,13
6492,9/14/1974,NaN,1974,9,14
6493,9/15/1974,NaN,1974,9,15
6494,9/16/1974,17.9,1974,9,16
6495,9/17/1974,17.7,1974,9,17
6496,9/18/1974,17.7,1974,9,18
6497,9/19/1974,17.7,1974,9,19
6498,9/20/1974,17.7,1974,9,20
6499,9/21/1974,17.7,1974,9,21
6500,9/22/1974,17.7,1974,9,22
6501,9/23/1974,17.5,1974,9,23
6502,9/24/1974,17.4,1974,9,24
6503,9/25/1974,17.4,1974,9,25
6504,9/26/1974,17.5,1974,9,26
6505,9/27/1974,17.5,1974,9,27
6506,9/28/1974,17.5,1974,9,28
6507,9/29/1974,17.2,1974,9,29
6508,9/30/1974,17.5,1974,9,30
6509,10/1/1974,18.3,1974,10,1
6510,10/2/1974,18.3,1974,10,2
6511,10/3/1974,18.3,1974,10,3
6512,10/4/1974,16.7,1974,10,4
6513,10/5/1974,15.3,1974,10,5
6514,10/6/1974,15.5,1974,10,6
6515,10/7/1974,17.3,1974,10,7
6516,10/8/1974,16.8,1974,10,8
6517,10/9/1974,16.8,1974,10,9
6518,10/10/1974,16.2,1974,10,10
6519,10/11/1974,16.7,1974,10,11
6520,10/12/1974,16.2,1974,10,12
6521,10/13/1974,16,1974,10,13
6522,10/14/1974,16.3,1974,10,14
6523,10/15/1974,16.3,1974,10,15
6524,10/16/1974,16.7,1974,10,16
6525,10/17/1974,16.7,1974,10,17
6526,10/18/1974,16.1,1974,10,18
6527,10/19/1974,16.1,1974,10,19
6528,10/20/1974,15.8,1974,10,20
6529,10/21/1974,16.4,1974,10,21
6530,10/22/1974,16.3,1974,10,22
6531,10/23/1974,16.4,1974,10,23
6532,10/24/1974,16.4,1974,10,24
6533,10/25/1974,16.4,1974,10,25
6534,10/26/1974,16.4,1974,10,26
6535,10/27/1974,16,1974,10,27
6536,10/28/1974,16,1974,10,28
6537,10/29/1974,15.8,1974,10,29
6538,10/30/1974,15.6,1974,10,30
6539,10/31/1974,15,1974,10,31
6540,11/1/1974,13.9,1974,11,1
6541,11/2/1974,13.9,1974,11,2
6542,11/3/1974,13.9,1974,11,3
6543,11/4/1974,14.5,1974,11,4
6544,11/5/1974,14.8,1974,11,5
6545,11/6/1974,14.7,1974,11,6
6546,11/7/1974,14.7,1974,11,7
6547,11/8/1974,14.7,1974,11,8
6548,11/9/1974,15.6,1974,11,9
6549,11/10/1974,15.6,1974,11,10
6550,11/11/1974,15.4,1974,11,11
6551,11/12/1974,15.4,1974,11,12
6552,11/13/1974,15.8,1974,11,13
6553,11/14/1974,15.8,1974,11,14
6554,11/15/1974,15,1974,11,15
6555,11/16/1974,15.5,1974,11,16
6556,11/17/1974,15.5,1974,11,17
6557,11/18/1974,15.8,1974,11,18
6558,11/19/1974,15.8,1974,11,19
6559,11/20/1974,15,1974,11,20
6560,11/21/1974,15,1974,11,21
6561,11/22/1974,15,1974,11,22
6562,11/23/1974,15,1974,11,23
6563,11/24/1974,15,1974,11,24
6564,11/25/1974,15,1974,11,25
6565,11/26/1974,15,1974,11,26
6566,11/27/1974,14.6,1974,11,27
6567,11/28/1974,14.6,1974,11,28
6568,11/29/1974,14,1974,11,29
6569,11/30/1974,14.1,1974,11,30
6570,12/1/1974,14.4,1974,12,1
6571,12/2/1974,15.7,1974,12,2
6572,12/3/1974,15.6,1974,12,3
6573,12/4/1974,15.1,1974,12,4
6574,12/5/1974,15.6,1974,12,5
6575,12/6/1974,15,1974,12,6
6576,12/7/1974,15,1974,12,7
6577,12/8/1974,15,1974,12,8
6578,12/9/1974,NaN,1974,12,9
6579,12/10/1974,NaN,1974,12,10
6580,12/11/1974,NaN,1974,12,11
6581,12/12/1974,NaN,1974,12,12
6582,12/13/1974,NaN,1974,12,13
6583,12/14/1974,NaN,1974,12,14
6584,12/15/1974,NaN,1974,12,15
6585,12/16/1974,15.3,1974,12,16
6586,12/17/1974,16,1974,12,17
6587,12/18/1974,16,1974,12,18
6588,12/19/1974,16,1974,12,19
6589,12/20/1974,15.8,1974,12,20
6590,12/21/1974,15.8,1974,12,21
6591,12/22/1974,15.8,1974,12,22
6592,12/23/1974,14.2,1974,12,23
6593,12/24/1974,14.2,1974,12,24
6594,12/25/1974,13.1,1974,12,25
6595,12/26/1974,13,1974,12,26
6596,12/27/1974,13,1974,12,27
6597,12/28/1974,13.1,1974,12,28
6598,12/29/1974,13,1974,12,29
6599,12/30/1974,NaN,1974,12,30
6600,12/31/1974,NaN,1974,12,31
6601,1/1/1975,NaN,1975,1,1
6602,1/2/1975,NaN,1975,1,2
6603,1/3/1975,NaN,1975,1,3
6604,1/4/1975,NaN,1975,1,4
6605,1/5/1975,NaN,1975,1,5
6606,1/6/1975,13.1,1975,1,6
6607,1/7/1975,13.3,1975,1,7
6608,1/8/1975,13.8,1975,1,8
6609,1/9/1975,13.3,1975,1,9
6610,1/10/1975,13.3,1975,1,10
6611,1/11/1975,13.5,1975,1,11
6612,1/12/1975,13.5,1975,1,12
6613,1/13/1975,12.8,1975,1,13
6614,1/14/1975,12.6,1975,1,14
6615,1/15/1975,12.6,1975,1,15
6616,1/16/1975,12.7,1975,1,16
6617,1/17/1975,12.5,1975,1,17
6618,1/18/1975,13.5,1975,1,18
6619,1/19/1975,13.5,1975,1,19
6620,1/20/1975,13.5,1975,1,20
6621,1/21/1975,13.7,1975,1,21
6622,1/22/1975,13.6,1975,1,22
6623,1/23/1975,13.6,1975,1,23
6624,1/24/1975,13.4,1975,1,24
6625,1/25/1975,13.4,1975,1,25
6626,1/26/1975,13.4,1975,1,26
6627,1/27/1975,13.4,1975,1,27
6628,1/28/1975,12,1975,1,28
6629,1/29/1975,12,1975,1,29
6630,1/30/1975,12,1975,1,30
6631,1/31/1975,12,1975,1,31
6632,2/1/1975,12.2,1975,2,1
6633,2/2/1975,12.3,1975,2,2
6634,2/3/1975,12.8,1975,2,3
6635,2/4/1975,12.8,1975,2,4
6636,2/5/1975,12.8,1975,2,5
6637,2/6/1975,12.8,1975,2,6
6638,2/7/1975,12.8,1975,2,7
6639,2/8/1975,12.8,1975,2,8
6640,2/9/1975,12.8,1975,2,9
6641,2/10/1975,12.2,1975,2,10
6642,2/11/1975,12.2,1975,2,11
6643,2/12/1975,12.2,1975,2,12
6644,2/13/1975,12.2,1975,2,13
6645,2/14/1975,12,1975,2,14
6646,2/15/1975,12,1975,2,15
6647,2/16/1975,12,1975,2,16
6648,2/17/1975,12,1975,2,17
6649,2/18/1975,12,1975,2,18
6650,2/19/1975,12,1975,2,19
6651,2/20/1975,12.6,1975,2,20
6652,2/21/1975,12.7,1975,2,21
6653,2/22/1975,12.6,1975,2,22
6654,2/23/1975,12.7,1975,2,23
6655,2/24/1975,12.8,1975,2,24
6656,2/25/1975,12.7,1975,2,25
6657,2/26/1975,12.7,1975,2,26
6658,2/27/1975,12.7,1975,2,27
6659,2/28/1975,12.6,1975,2,28
6660,3/1/1975,12.1,1975,3,1
6661,3/2/1975,12,1975,3,2
6662,3/3/1975,13,1975,3,3
6663,3/4/1975,13,1975,3,4
6664,3/5/1975,13,1975,3,5
6665,3/6/1975,13,1975,3,6
6666,3/7/1975,13,1975,3,7
6667,3/8/1975,13,1975,3,8
6668,3/9/1975,13,1975,3,9
6669,3/10/1975,NaN,1975,3,10
6670,3/11/1975,NaN,1975,3,11
6671,3/12/1975,NaN,1975,3,12
6672,3/13/1975,NaN,1975,3,13
6673,3/14/1975,NaN,1975,3,14
6674,3/15/1975,NaN,1975,3,15
6675,3/16/1975,NaN,1975,3,16
6676,3/17/1975,NaN,1975,3,17
6677,3/18/1975,NaN,1975,3,18
6678,3/19/1975,NaN,1975,3,19
6679,3/20/1975,NaN,1975,3,20
6680,3/21/1975,NaN,1975,3,21
6681,3/22/1975,NaN,1975,3,22
6682,3/23/1975,NaN,1975,3,23
6683,3/24/1975,NaN,1975,3,24
6684,3/25/1975,NaN,1975,3,25
6685,3/26/1975,NaN,1975,3,26
6686,3/27/1975,NaN,1975,3,27
6687,3/28/1975,NaN,1975,3,28
6688,3/29/1975,NaN,1975,3,29
6689,3/30/1975,NaN,1975,3,30
6690,3/31/1975,NaN,1975,3,31
6691,4/1/1975,NaN,1975,4,1
6692,4/2/1975,NaN,1975,4,2
6693,4/3/1975,NaN,1975,4,3
6694,4/4/1975,NaN,1975,4,4
6695,4/5/1975,NaN,1975,4,5
6696,4/6/1975,NaN,1975,4,6
6697,4/7/1975,NaN,1975,4,7
6698,4/8/1975,NaN,1975,4,8
6699,4/9/1975,NaN,1975,4,9
6700,4/10/1975,NaN,1975,4,10
6701,4/11/1975,NaN,1975,4,11
6702,4/12/1975,NaN,1975,4,12
6703,4/13/1975,NaN,1975,4,13
6704,4/14/1975,12.2,1975,4,14
6705,4/15/1975,12.2,1975,4,15
6706,4/16/1975,12.8,1975,4,16
6707,4/17/1975,11.6,1975,4,17
6708,4/18/1975,12.8,1975,4,18
6709,4/19/1975,12.8,1975,4,19
6710,4/20/1975,12.8,1975,4,20
6711,4/21/1975,NaN,1975,4,21
6712,4/22/1975,NaN,1975,4,22
6713,4/23/1975,NaN,1975,4,23
6714,4/24/1975,NaN,1975,4,24
6715,4/25/1975,NaN,1975,4,25
6716,4/26/1975,NaN,1975,4,26
6717,4/27/1975,NaN,1975,4,27
6718,4/28/1975,12.2,1975,4,28
6719,4/29/1975,12.8,1975,4,29
6720,4/30/1975,12.8,1975,4,30
6721,5/1/1975,12.8,1975,5,1
6722,5/2/1975,12.9,1975,5,2
6723,5/3/1975,12.9,1975,5,3
6724,5/4/1975,13,1975,5,4
6725,5/5/1975,10,1975,5,5
6726,5/6/1975,11.7,1975,5,6
6727,5/7/1975,12.2,1975,5,7
6728,5/8/1975,12.2,1975,5,8
6729,5/9/1975,12.2,1975,5,9
6730,5/10/1975,12.2,1975,5,10
6731,5/11/1975,12.2,1975,5,11
6732,5/12/1975,14.4,1975,5,12
6733,5/13/1975,14.4,1975,5,13
6734,5/14/1975,14.4,1975,5,14
6735,5/15/1975,13.3,1975,5,15
6736,5/16/1975,14.5,1975,5,16
6737,5/17/1975,14.6,1975,5,17
6738,5/18/1975,14.6,1975,5,18
6739,5/19/1975,13.4,1975,5,19
6740,5/20/1975,13.4,1975,5,20
6741,5/21/1975,13.3,1975,5,21
6742,5/22/1975,14.4,1975,5,22
6743,5/23/1975,14.4,1975,5,23
6744,5/24/1975,14.5,1975,5,24
6745,5/25/1975,14.5,1975,5,25
6746,5/26/1975,14,1975,5,26
6747,5/27/1975,14.4,1975,5,27
6748,5/28/1975,14.4,1975,5,28
6749,5/29/1975,14.6,1975,5,29
6750,5/30/1975,14.6,1975,5,30
6751,5/31/1975,14.6,1975,5,31
6752,6/1/1975,14,1975,6,1
6753,6/2/1975,14.8,1975,6,2
6754,6/3/1975,14.8,1975,6,3
6755,6/4/1975,15,1975,6,4
6756,6/5/1975,15,1975,6,5
6757,6/6/1975,15,1975,6,6
6758,6/7/1975,15.7,1975,6,7
6759,6/8/1975,16,1975,6,8
6760,6/9/1975,14.4,1975,6,9
6761,6/10/1975,14.4,1975,6,10
6762,6/11/1975,14.4,1975,6,11
6763,6/12/1975,14.4,1975,6,12
6764,6/13/1975,14.6,1975,6,13
6765,6/14/1975,14.6,1975,6,14
6766,6/15/1975,14.7,1975,6,15
6767,6/16/1975,15,1975,6,16
6768,6/17/1975,15,1975,6,17
6769,6/18/1975,15.7,1975,6,18
6770,6/19/1975,15.5,1975,6,19
6771,6/20/1975,16,1975,6,20
6772,6/21/1975,16,1975,6,21
6773,6/22/1975,16,1975,6,22
6774,6/23/1975,15.7,1975,6,23
6775,6/24/1975,15.7,1975,6,24
6776,6/25/1975,15,1975,6,25
6777,6/26/1975,15,1975,6,26
6778,6/27/1975,15.6,1975,6,27
6779,6/28/1975,15.3,1975,6,28
6780,6/29/1975,16,1975,6,29
6781,6/30/1975,16.1,1975,6,30
6782,7/1/1975,16,1975,7,1
6783,7/2/1975,16,1975,7,2
6784,7/3/1975,16,1975,7,3
6785,7/4/1975,16,1975,7,4
6786,7/5/1975,16.1,1975,7,5
6787,7/6/1975,16,1975,7,6
6788,7/7/1975,16,1975,7,7
6789,7/8/1975,16,1975,7,8
6790,7/9/1975,16,1975,7,9
6791,7/10/1975,16,1975,7,10
6792,7/11/1975,16,1975,7,11
6793,7/12/1975,16.9,1975,7,12
6794,7/13/1975,15.9,1975,7,13
6795,7/14/1975,17.8,1975,7,14
6796,7/15/1975,17.8,1975,7,15
6797,7/16/1975,17.8,1975,7,16
6798,7/17/1975,17.8,1975,7,17
6799,7/18/1975,17.8,1975,7,18
6800,7/19/1975,17.8,1975,7,19
6801,7/20/1975,17.2,1975,7,20
6802,7/21/1975,17.3,1975,7,21
6803,7/22/1975,17.3,1975,7,22
6804,7/23/1975,17.3,1975,7,23
6805,7/24/1975,17.2,1975,7,24
6806,7/25/1975,17.2,1975,7,25
6807,7/26/1975,19,1975,7,26
6808,7/27/1975,18,1975,7,27
6809,7/28/1975,17.8,1975,7,28
6810,7/29/1975,17.8,1975,7,29
6811,7/30/1975,17,1975,7,30
6812,7/31/1975,17.7,1975,7,31
6813,8/1/1975,17.4,1975,8,1
6814,8/2/1975,17.4,1975,8,2
6815,8/3/1975,17.2,1975,8,3
6816,8/4/1975,18.3,1975,8,4
6817,8/5/1975,18.3,1975,8,5
6818,8/6/1975,16.1,1975,8,6
6819,8/7/1975,16.1,1975,8,7
6820,8/8/1975,18.9,1975,8,8
6821,8/9/1975,18.3,1975,8,9
6822,8/10/1975,18.3,1975,8,10
6823,8/11/1975,18.3,1975,8,11
6824,8/12/1975,18.3,1975,8,12
6825,8/13/1975,18.3,1975,8,13
6826,8/14/1975,18.3,1975,8,14
6827,8/15/1975,18.3,1975,8,15
6828,8/16/1975,18.3,1975,8,16
6829,8/17/1975,18.3,1975,8,17
6830,8/18/1975,17.8,1975,8,18
6831,8/19/1975,17.8,1975,8,19
6832,8/20/1975,17.4,1975,8,20
6833,8/21/1975,17,1975,8,21
6834,8/22/1975,17.2,1975,8,22
6835,8/23/1975,17.2,1975,8,23
6836,8/24/1975,17.2,1975,8,24
6837,8/25/1975,16.7,1975,8,25
6838,8/26/1975,18.3,1975,8,26
6839,8/27/1975,16.8,1975,8,27
6840,8/28/1975,16.8,1975,8,28
6841,8/29/1975,16.8,1975,8,29
6842,8/30/1975,16.6,1975,8,30
6843,8/31/1975,17,1975,8,31
6844,9/1/1975,16.1,1975,9,1
6845,9/2/1975,16.1,1975,9,2
6846,9/3/1975,16.1,1975,9,3
6847,9/4/1975,16.1,1975,9,4
6848,9/5/1975,16.1,1975,9,5
6849,9/6/1975,16.1,1975,9,6
6850,9/7/1975,16.2,1975,9,7
6851,9/8/1975,15.6,1975,9,8
6852,9/9/1975,15.6,1975,9,9
6853,9/10/1975,15.3,1975,9,10
6854,9/11/1975,15.3,1975,9,11
6855,9/12/1975,15.3,1975,9,12
6856,9/13/1975,15.3,1975,9,13
6857,9/14/1975,15.8,1975,9,14
6858,9/15/1975,15.8,1975,9,15
6859,9/16/1975,15.8,1975,9,16
6860,9/17/1975,16.3,1975,9,17
6861,9/18/1975,16.3,1975,9,18
6862,9/19/1975,16.3,1975,9,19
6863,9/20/1975,16.3,1975,9,20
6864,9/21/1975,16.8,1975,9,21
6865,9/22/1975,17.8,1975,9,22
6866,9/23/1975,17.8,1975,9,23
6867,9/24/1975,17.8,1975,9,24
6868,9/25/1975,17.4,1975,9,25
6869,9/26/1975,17.4,1975,9,26
6870,9/27/1975,17.5,1975,9,27
6871,9/28/1975,17.8,1975,9,28
6872,9/29/1975,16.9,1975,9,29
6873,9/30/1975,16.8,1975,9,30
6874,10/1/1975,16.9,1975,10,1
6875,10/2/1975,17.8,1975,10,2
6876,10/3/1975,19.7,1975,10,3
6877,10/4/1975,19.5,1975,10,4
6878,10/5/1975,19.8,1975,10,5
6879,10/6/1975,16.7,1975,10,6
6880,10/7/1975,16.7,1975,10,7
6881,10/8/1975,16.3,1975,10,8
6882,10/9/1975,16.2,1975,10,9
6883,10/10/1975,16.2,1975,10,10
6884,10/11/1975,16.2,1975,10,11
6885,10/12/1975,16.2,1975,10,12
6886,10/13/1975,NaN,1975,10,13
6887,10/14/1975,15.1,1975,10,14
6888,10/15/1975,15.1,1975,10,15
6889,10/16/1975,15.1,1975,10,16
6890,10/17/1975,14.8,1975,10,17
6891,10/18/1975,15,1975,10,18
6892,10/19/1975,15,1975,10,19
6893,10/20/1975,16.1,1975,10,20
6894,10/21/1975,16.2,1975,10,21
6895,10/22/1975,16.2,1975,10,22
6896,10/23/1975,16.2,1975,10,23
6897,10/24/1975,16,1975,10,24
6898,10/25/1975,16,1975,10,25
6899,10/26/1975,16,1975,10,26
6900,10/27/1975,16.1,1975,10,27
6901,10/28/1975,16.1,1975,10,28
6902,10/29/1975,16.1,1975,10,29
6903,10/30/1975,16,1975,10,30
6904,10/31/1975,16,1975,10,31
6905,11/1/1975,16.3,1975,11,1
6906,11/2/1975,16.1,1975,11,2
6907,11/3/1975,16,1975,11,3
6908,11/4/1975,16.2,1975,11,4
6909,11/5/1975,16.2,1975,11,5
6910,11/6/1975,16.2,1975,11,6
6911,11/7/1975,16.3,1975,11,7
6912,11/8/1975,16.1,1975,11,8
6913,11/9/1975,16.1,1975,11,9
6914,11/10/1975,14.7,1975,11,10
6915,11/11/1975,14.6,1975,11,11
6916,11/12/1975,14.6,1975,11,12
6917,11/13/1975,14.6,1975,11,13
6918,11/14/1975,14.6,1975,11,14
6919,11/15/1975,14.6,1975,11,15
6920,11/16/1975,14.7,1975,11,16
6921,11/17/1975,14.3,1975,11,17
6922,11/18/1975,14.3,1975,11,18
6923,11/19/1975,14.4,1975,11,19
6924,11/20/1975,14.3,1975,11,20
6925,11/21/1975,14,1975,11,21
6926,11/22/1975,14,1975,11,22
6927,11/23/1975,14,1975,11,23
6928,11/24/1975,14.2,1975,11,24
6929,11/25/1975,14.2,1975,11,25
6930,11/26/1975,14.2,1975,11,26
6931,11/27/1975,14,1975,11,27
6932,11/28/1975,13.9,1975,11,28
6933,11/29/1975,13.8,1975,11,29
6934,11/30/1975,13.8,1975,11,30
6935,12/1/1975,13.9,1975,12,1
6936,12/2/1975,13.9,1975,12,2
6937,12/3/1975,13.9,1975,12,3
6938,12/4/1975,13.9,1975,12,4
6939,12/5/1975,13.8,1975,12,5
6940,12/6/1975,13.8,1975,12,6
6941,12/7/1975,14,1975,12,7
6942,12/8/1975,14,1975,12,8
6943,12/9/1975,14.1,1975,12,9
6944,12/10/1975,14,1975,12,10
6945,12/11/1975,14,1975,12,11
6946,12/12/1975,13.9,1975,12,12
6947,12/13/1975,13.9,1975,12,13
6948,12/14/1975,16.1,1975,12,14
6949,12/15/1975,13.9,1975,12,15
6950,12/16/1975,13.9,1975,12,16
6951,12/17/1975,13.9,1975,12,17
6952,12/18/1975,12.8,1975,12,18
6953,12/19/1975,13,1975,12,19
6954,12/20/1975,13.9,1975,12,20
6955,12/21/1975,12.8,1975,12,21
6956,12/22/1975,12.8,1975,12,22
6957,12/23/1975,13,1975,12,23
6958,12/24/1975,13.1,1975,12,24
6959,12/25/1975,13,1975,12,25
6960,12/26/1975,13.2,1975,12,26
6961,12/27/1975,13,1975,12,27
6962,12/28/1975,13,1975,12,28
6963,12/29/1975,13,1975,12,29
6964,12/30/1975,13,1975,12,30
6965,12/31/1975,13,1975,12,31
6966,1/1/1976,12.6,1976,1,1
6967,1/2/1976,12.6,1976,1,2
6968,1/3/1976,12.5,1976,1,3
6969,1/4/1976,12.5,1976,1,4
6970,1/5/1976,12.5,1976,1,5
6971,1/6/1976,12.6,1976,1,6
6972,1/7/1976,12.6,1976,1,7
6973,1/8/1976,12.7,1976,1,8
6974,1/9/1976,12.7,1976,1,9
6975,1/10/1976,12.6,1976,1,10
6976,1/11/1976,12.6,1976,1,11
6977,1/12/1976,12.8,1976,1,12
6978,1/13/1976,12.8,1976,1,13
6979,1/14/1976,12.9,1976,1,14
6980,1/15/1976,13,1976,1,15
6981,1/16/1976,13,1976,1,16
6982,1/17/1976,13,1976,1,17
6983,1/18/1976,12.9,1976,1,18
6984,1/19/1976,13.1,1976,1,19
6985,1/20/1976,13.1,1976,1,20
6986,1/21/1976,13.1,1976,1,21
6987,1/22/1976,15,1976,1,22
6988,1/23/1976,14.8,1976,1,23
6989,1/24/1976,14.6,1976,1,24
6990,1/25/1976,14.5,1976,1,25
6991,1/26/1976,13.7,1976,1,26
6992,1/27/1976,14.8,1976,1,27
6993,1/28/1976,14.9,1976,1,28
6994,1/29/1976,14.9,1976,1,29
6995,1/30/1976,14.9,1976,1,30
6996,1/31/1976,14.9,1976,1,31
6997,2/1/1976,13.5,1976,2,1
6998,2/2/1976,13.9,1976,2,2
6999,2/3/1976,13.8,1976,2,3
7000,2/4/1976,13.8,1976,2,4
7001,2/5/1976,13.8,1976,2,5
7002,2/6/1976,13.9,1976,2,6
7003,2/7/1976,13.9,1976,2,7
7004,2/8/1976,13.8,1976,2,8
7005,2/9/1976,15,1976,2,9
7006,2/10/1976,15,1976,2,10
7007,2/11/1976,15,1976,2,11
7008,2/12/1976,15.1,1976,2,12
7009,2/13/1976,15,1976,2,13
7010,2/14/1976,15.1,1976,2,14
7011,2/15/1976,15,1976,2,15
7012,2/16/1976,15,1976,2,16
7013,2/17/1976,15.3,1976,2,17
7014,2/18/1976,16,1976,2,18
7015,2/19/1976,15.3,1976,2,19
7016,2/20/1976,13.4,1976,2,20
7017,2/21/1976,14.7,1976,2,21
7018,2/22/1976,14.5,1976,2,22
7019,2/23/1976,14.5,1976,2,23
7020,2/24/1976,14.5,1976,2,24
7021,2/25/1976,14.5,1976,2,25
7022,2/26/1976,14.5,1976,2,26
7023,2/27/1976,14.7,1976,2,27
7024,2/28/1976,14.5,1976,2,28
7025,2/29/1976,14.1,1976,2,29
7026,3/1/1976,14.1,1976,3,1
7027,3/2/1976,13.8,1976,3,2
7028,3/3/1976,12.5,1976,3,3
7029,3/4/1976,12.9,1976,3,4
7030,3/5/1976,12.9,1976,3,5
7031,3/6/1976,12.9,1976,3,6
7032,3/7/1976,12.9,1976,3,7
7033,3/8/1976,13.9,1976,3,8
7034,3/9/1976,13.5,1976,3,9
7035,3/10/1976,13.8,1976,3,10
7036,3/11/1976,13.7,1976,3,11
7037,3/12/1976,13.8,1976,3,12
7038,3/13/1976,14.4,1976,3,13
7039,3/14/1976,14.4,1976,3,14
7040,3/15/1976,12.8,1976,3,15
7041,3/16/1976,12.8,1976,3,16
7042,3/17/1976,12.9,1976,3,17
7043,3/18/1976,12.9,1976,3,18
7044,3/19/1976,12.1,1976,3,19
7045,3/20/1976,13.9,1976,3,20
7046,3/21/1976,13.6,1976,3,21
7047,3/22/1976,13.6,1976,3,22
7048,3/23/1976,13.8,1976,3,23
7049,3/24/1976,13.8,1976,3,24
7050,3/25/1976,13.8,1976,3,25
7051,3/26/1976,13.9,1976,3,26
7052,3/27/1976,13.8,1976,3,27
7053,3/28/1976,13.8,1976,3,28
7054,3/29/1976,13.7,1976,3,29
7055,3/30/1976,13.7,1976,3,30
7056,3/31/1976,13.7,1976,3,31
7057,4/1/1976,13.5,1976,4,1
7058,4/2/1976,13.5,1976,4,2
7059,4/3/1976,13.5,1976,4,3
7060,4/4/1976,14.9,1976,4,4
7061,4/5/1976,13.7,1976,4,5
7062,4/6/1976,13.7,1976,4,6
7063,4/7/1976,13.8,1976,4,7
7064,4/8/1976,13,1976,4,8
7065,4/9/1976,13,1976,4,9
7066,4/10/1976,13.7,1976,4,10
7067,4/11/1976,13.1,1976,4,11
7068,4/12/1976,13.1,1976,4,12
7069,4/13/1976,13.2,1976,4,13
7070,4/14/1976,14,1976,4,14
7071,4/15/1976,14.2,1976,4,15
